rise,set,phase offset,moon,phase,trigmoon,,
01/26/2018 07:18 AM,01/26/2018 06:23 PM,27,0.8667,11,0.1,,
01/27/2018 07:18 AM,01/27/2018 06:24 PM,28,0.9,12,0.1,,
01/28/2018 07:18 AM,01/28/2018 06:24 PM,29,0.9333,13,0.1,,
01/29/2018 07:17 AM,01/29/2018 06:25 PM,30,0.9667,14,0.1,,
01/30/2018 07:17 AM,01/30/2018 06:26 PM,31,1,15,0.1,,
01/31/2018 07:17 AM,01/31/2018 06:26 PM,1,0.0333,16,0.1,,
02/01/2018 07:16 AM,02/01/2018 06:27 PM,2,0.0667,17,0.1,,
02/02/2018 07:16 AM,02/02/2018 06:28 PM,3,0.1,18,0.1,,
02/03/2018 07:16 AM,02/03/2018 06:28 PM,4,0.1333,19,0.1,,
02/04/2018 07:15 AM,02/04/2018 06:29 PM,5,0.1667,20,0.1,,
02/05/2018 07:15 AM,02/05/2018 06:30 PM,6,0.2,21,0.1,,
02/06/2018 07:14 AM,02/06/2018 06:30 PM,7,0.2333,22,0.1,,
02/07/2018 07:14 AM,02/07/2018 06:31 PM,8,0.2667,23,0.1,,
02/08/2018 07:13 AM,02/08/2018 06:31 PM,9,0.3,24,0.1,,
02/09/2018 07:13 AM,02/09/2018 06:32 PM,10,0.3333,25,0.1,,
02/10/2018 07:12 AM,02/10/2018 06:32 PM,11,0.3667,26,0.1,,
02/11/2018 07:12 AM,02/11/2018 06:33 PM,12,0.4,27,0.1,,
02/12/2018 07:11 AM,02/12/2018 06:34 PM,13,0.4333,28,0.1,,
02/13/2018 07:10 AM,02/13/2018 06:34 PM,14,0.4667,29,0.1,,
02/14/2018 07:10 AM,02/14/2018 06:35 PM,15,0.5,32,0.1,,
02/15/2018 07:09 AM,02/15/2018 06:35 PM,16,0.5333,2,0.1,,
02/16/2018 07:09 AM,02/16/2018 06:36 PM,17,0.5667,3,0.1,,
02/17/2018 07:08 AM,02/17/2018 06:36 PM,18,0.6,4,0.1,,
02/18/2018 07:07 AM,02/18/2018 06:37 PM,19,0.6333,5,0.1,,
02/19/2018 07:07 AM,02/19/2018 06:37 PM,20,0.6667,6,0.1,,
02/20/2018 07:06 AM,02/20/2018 06:38 PM,21,0.7,7,0.1,,
02/21/2018 07:05 AM,02/21/2018 06:38 PM,22,0.7333,8,0.1,,
02/22/2018 07:04 AM,02/22/2018 06:39 PM,23,0.7667,9,0.1,,
02/23/2018 07:04 AM,02/23/2018 06:39 PM,24,0.8,10,0.1,,
02/24/2018 07:03 AM,02/24/2018 06:40 PM,25,0.8333,11,0.1,,
02/25/2018 07:02 AM,02/25/2018 06:40 PM,26,0.8667,12,0.1,,
02/26/2018 07:01 AM,02/26/2018 06:41 PM,27,0.9,13,0.1,,
02/27/2018 07:00 AM,02/27/2018 06:41 PM,28,0.9333,14,0.1,,
02/28/2018 07:00 AM,02/28/2018 06:42 PM,29,0.9667,15,0.1,,
03/01/2018 06:59 AM,03/01/2018 06:42 PM,1,1,16,0.1,,
03/02/2018 06:58 AM,03/02/2018 06:42 PM,2,0.0333,17,0.1,,
03/03/2018 06:57 AM,03/03/2018 06:43 PM,3,0.0667,18,0.1,,
03/04/2018 06:56 AM,03/04/2018 06:43 PM,4,0.1,19,0.1,,
03/05/2018 06:55 AM,03/05/2018 06:44 PM,5,0.1333,20,0.1,,
03/06/2018 06:55 AM,03/06/2018 06:44 PM,6,0.1667,21,0.1,,
03/07/2018 06:54 AM,03/07/2018 06:44 PM,7,0.2,22,0.1,,
03/08/2018 06:53 AM,03/08/2018 06:45 PM,8,0.2333,23,0.1,,
03/09/2018 06:52 AM,03/09/2018 06:45 PM,9,0.2667,24,0.1,,
03/10/2018 06:51 AM,03/10/2018 06:46 PM,10,0.3,25,0.1,,
03/11/2018 06:50 AM,03/11/2018 06:46 PM,11,0.3333,26,0.1,,
03/12/2018 06:49 AM,03/12/2018 06:46 PM,12,0.3667,27,0.1,,
03/13/2018 06:48 AM,03/13/2018 06:47 PM,13,0.4,28,0.1,,
03/14/2018 06:47 AM,03/14/2018 06:47 PM,14,0.4333,29,0.1,,
03/15/2018 06:46 AM,03/15/2018 06:47 PM,15,0.4667,30,0.1,,
03/16/2018 06:46 AM,03/16/2018 06:48 PM,16,0.5333,1,0.1,,
03/17/2018 06:45 AM,03/17/2018 06:48 PM,17,0.5667,2,0.1,,
03/18/2018 06:44 AM,03/18/2018 06:49 PM,18,0.6,3,0.1,,
03/19/2018 06:43 AM,03/19/2018 06:49 PM,19,0.6333,4,0.1,,
03/20/2018 06:42 AM,03/20/2018 06:49 PM,20,0.6667,5,0.1,,
03/21/2018 06:41 AM,03/21/2018 06:50 PM,21,0.7,6,0.1,,
03/22/2018 06:40 AM,03/22/2018 06:50 PM,22,0.7333,7,0.1,,
03/23/2018 06:39 AM,03/23/2018 06:50 PM,23,0.7667,8,0.1,,
03/24/2018 06:38 AM,03/24/2018 06:51 PM,24,0.8,9,0.1,,
03/25/2018 06:37 AM,03/25/2018 06:51 PM,25,0.8333,10,0.1,,
03/26/2018 06:36 AM,03/26/2018 06:51 PM,26,0.8667,11,0.1,,
03/27/2018 06:35 AM,03/27/2018 06:52 PM,27,0.9,12,0.1,,
03/28/2018 06:34 AM,03/28/2018 06:52 PM,28,0.9333,13,0.1,,
03/29/2018 06:33 AM,03/29/2018 06:52 PM,29,0.9667,14,0.1,,
03/30/2018 06:32 AM,03/30/2018 06:53 PM,30,1,15,0.1,,
03/31/2018 06:31 AM,03/31/2018 06:53 PM,1,0.0333,16,0.1,,
04/01/2018 06:31 AM,04/01/2018 06:53 PM,2,0.0667,17,0.1,,
04/02/2018 06:30 AM,04/02/2018 06:54 PM,3,0.1,18,0.1,,
04/03/2018 06:29 AM,04/03/2018 06:54 PM,4,0.1333,19,0.1,,
04/04/2018 06:28 AM,04/04/2018 06:54 PM,5,0.1667,20,0.1,,
04/05/2018 06:27 AM,04/05/2018 06:55 PM,6,0.2,21,0.1,,
04/06/2018 06:26 AM,04/06/2018 06:55 PM,7,0.2333,22,0.1,,
04/07/2018 06:25 AM,04/07/2018 06:55 PM,8,0.2667,23,0.1,,
04/08/2018 06:24 AM,04/08/2018 06:56 PM,9,0.3,24,0.1,,
04/09/2018 06:23 AM,04/09/2018 06:56 PM,10,0.3333,25,0.1,,
04/10/2018 06:22 AM,04/10/2018 06:56 PM,11,0.3667,26,0.1,,
04/11/2018 06:21 AM,04/11/2018 06:57 PM,12,0.4,27,0.1,,
04/12/2018 06:21 AM,04/12/2018 06:57 PM,13,0.4333,28,0.1,,
04/13/2018 06:20 AM,04/13/2018 06:57 PM,14,0.4667,29,0.1,,
04/14/2018 06:19 AM,04/14/2018 06:58 PM,15,0.5,32,0.1,,
04/15/2018 06:18 AM,04/15/2018 06:58 PM,16,0.5333,2,0.1,,
04/16/2018 06:17 AM,04/16/2018 06:59 PM,17,0.5667,3,0.1,,
04/17/2018 06:16 AM,04/17/2018 06:59 PM,18,0.6,4,0.1,,
04/18/2018 06:15 AM,04/18/2018 06:59 PM,19,0.6333,5,0.1,,
04/19/2018 06:15 AM,04/19/2018 07:00 PM,20,0.6667,6,0.1,,
04/20/2018 06:14 AM,04/20/2018 07:00 PM,21,0.7,7,0.1,,
04/21/2018 06:13 AM,04/21/2018 07:00 PM,22,0.7333,8,0.1,,
04/22/2018 06:12 AM,04/22/2018 07:01 PM,23,0.7667,9,0.1,,
04/23/2018 06:12 AM,04/23/2018 07:01 PM,24,0.8,10,0.1,,
04/24/2018 06:11 AM,04/24/2018 07:02 PM,25,0.8333,11,0.1,,
04/25/2018 06:10 AM,04/25/2018 07:02 PM,26,0.8667,12,0.1,,
04/26/2018 06:09 AM,04/26/2018 07:02 PM,27,0.9,13,0.1,,
04/27/2018 06:09 AM,04/27/2018 07:03 PM,28,0.9333,14,0.1,,
04/28/2018 06:08 AM,04/28/2018 07:03 PM,29,0.9667,15,0.1,,
04/29/2018 06:07 AM,04/29/2018 07:04 PM,1,1,16,0.1,,
04/30/2018 06:07 AM,04/30/2018 07:04 PM,2,0.0333,17,0.1,,
05/01/2018 06:06 AM,05/01/2018 07:05 PM,3,0.0667,18,0.1,,
05/02/2018 06:05 AM,05/02/2018 07:05 PM,4,0.1,19,0.1,,
05/03/2018 06:05 AM,05/03/2018 07:05 PM,5,0.1333,20,0.1,,
05/04/2018 06:04 AM,05/04/2018 07:06 PM,6,0.1667,21,0.1,,
05/05/2018 06:03 AM,05/05/2018 07:06 PM,7,0.2,22,0.1,,
05/06/2018 06:03 AM,05/06/2018 07:07 PM,8,0.2333,23,0.1,,
05/07/2018 06:02 AM,05/07/2018 07:07 PM,9,0.2667,24,0.1,,
05/08/2018 06:02 AM,05/08/2018 07:08 PM,10,0.3,25,0.1,,
05/09/2018 06:01 AM,05/09/2018 07:08 PM,11,0.3333,26,0.1,,
05/10/2018 06:01 AM,05/10/2018 07:08 PM,12,0.3667,27,0.1,,
05/11/2018 06:00 AM,05/11/2018 07:09 PM,13,0.4,28,0.1,,
05/12/2018 06:00 AM,05/12/2018 07:09 PM,14,0.4333,29,0.1,,
05/13/2018 05:59 AM,05/13/2018 07:10 PM,15,0.4667,30,0.1,,
05/14/2018 05:59 AM,05/14/2018 07:10 PM,16,0.5333,1,0.1,,
05/15/2018 05:58 AM,05/15/2018 07:11 PM,17,0.5667,2,0.1,,
05/16/2018 05:58 AM,05/16/2018 07:11 PM,18,0.6,3,0.1,,
05/17/2018 05:57 AM,05/17/2018 07:12 PM,19,0.6333,4,0.1,,
05/18/2018 05:57 AM,05/18/2018 07:12 PM,20,0.6667,5,0.1,,
05/19/2018 05:57 AM,05/19/2018 07:12 PM,21,0.7,6,0.1,,
05/20/2018 05:56 AM,05/20/2018 07:13 PM,22,0.7333,7,0.1,,
05/21/2018 05:56 AM,05/21/2018 07:13 PM,23,0.7667,8,0.1,,
05/22/2018 05:56 AM,05/22/2018 07:14 PM,24,0.8,9,0.1,,
05/23/2018 05:55 AM,05/23/2018 07:14 PM,25,0.8333,10,0.1,,
05/24/2018 05:55 AM,05/24/2018 07:15 PM,26,0.8667,11,0.1,,
05/25/2018 05:55 AM,05/25/2018 07:15 PM,27,0.9,12,0.1,,
05/26/2018 05:55 AM,05/26/2018 07:16 PM,28,0.9333,13,0.1,,
05/27/2018 05:55 AM,05/27/2018 07:16 PM,29,0.9667,14,0.1,,
05/28/2018 05:54 AM,05/28/2018 07:16 PM,30,1,15,0.1,,
05/29/2018 05:54 AM,05/29/2018 07:17 PM,1,0.0333,16,0.1,,
05/30/2018 05:54 AM,05/30/2018 07:17 PM,2,0.0667,17,0.1,,
05/31/2018 05:54 AM,05/31/2018 07:18 PM,3,0.1,18,0.1,,
06/01/2018 05:54 AM,06/01/2018 07:18 PM,4,0.1333,19,0.1,,
06/02/2018 05:54 AM,06/02/2018 07:19 PM,5,0.1667,20,0.1,,
06/03/2018 05:54 AM,06/03/2018 07:19 PM,6,0.2,21,0.1,,
06/04/2018 05:54 AM,06/04/2018 07:19 PM,7,0.2333,22,0.1,,
06/05/2018 05:53 AM,06/05/2018 07:20 PM,8,0.2667,23,0.1,,
06/06/2018 05:53 AM,06/06/2018 07:20 PM,9,0.3,24,0.1,,
06/07/2018 05:53 AM,06/07/2018 07:21 PM,10,0.3333,25,0.1,,
06/08/2018 05:53 AM,06/08/2018 07:21 PM,11,0.3667,26,0.1,,
06/09/2018 05:53 AM,06/09/2018 07:21 PM,12,0.4,27,0.1,,
06/10/2018 05:54 AM,06/10/2018 07:22 PM,13,0.4333,28,0.1,,
06/11/2018 05:54 AM,06/11/2018 07:22 PM,14,0.4667,29,0.1,,
06/12/2018 05:54 AM,06/12/2018 07:22 PM,15,0.5,30,0.1,,
06/13/2018 05:54 AM,06/13/2018 07:23 PM,16,0.5333,1,0.1,,
06/14/2018 05:54 AM,06/14/2018 07:23 PM,17,0.5667,2,0.1,,
06/15/2018 05:54 AM,06/15/2018 07:23 PM,18,0.6,3,0.1,,
06/16/2018 05:54 AM,06/16/2018 07:23 PM,19,0.6333,4,0.1,,
06/17/2018 05:54 AM,06/17/2018 07:24 PM,20,0.6667,5,0.1,,
06/18/2018 05:55 AM,06/18/2018 07:24 PM,21,0.7,6,0.1,,
06/19/2018 05:55 AM,06/19/2018 07:24 PM,22,0.7333,7,0.1,,
06/20/2018 05:55 AM,06/20/2018 07:24 PM,23,0.7667,8,0.1,,
06/21/2018 05:55 AM,06/21/2018 07:25 PM,24,0.8,9,0.1,,
06/22/2018 05:55 AM,06/22/2018 07:25 PM,25,0.8333,10,0.1,,
06/23/2018 05:56 AM,06/23/2018 07:25 PM,26,0.8667,11,0.1,,
06/24/2018 05:56 AM,06/24/2018 07:25 PM,27,0.9,12,0.1,,
06/25/2018 05:56 AM,06/25/2018 07:25 PM,28,0.9333,13,0.1,,
06/26/2018 05:56 AM,06/26/2018 07:26 PM,29,0.9667,14,0.1,,
06/27/2018 05:57 AM,06/27/2018 07:26 PM,1,1,15,0.1,,
06/28/2018 05:57 AM,06/28/2018 07:26 PM,2,0.0333,16,0.1,,
06/29/2018 05:57 AM,06/29/2018 07:26 PM,3,0.0667,17,0.1,,
06/30/2018 05:58 AM,06/30/2018 07:26 PM,4,0.1,18,0.1,,
07/01/2018 05:58 AM,07/01/2018 07:26 PM,5,0.1333,19,0.1,,
07/02/2018 05:58 AM,07/02/2018 07:26 PM,6,0.1667,20,0.1,,
07/03/2018 05:59 AM,07/03/2018 07:26 PM,7,0.2,21,0.1,,
07/04/2018 05:59 AM,07/04/2018 07:26 PM,8,0.2333,22,0.1,,
07/05/2018 05:59 AM,07/05/2018 07:26 PM,9,0.2667,23,0.1,,
07/06/2018 06:00 AM,07/06/2018 07:26 PM,10,0.3,24,0.1,,
07/07/2018 06:00 AM,07/07/2018 07:26 PM,11,0.3333,25,0.1,,
07/08/2018 06:00 AM,07/08/2018 07:26 PM,12,0.3667,26,0.1,,
07/09/2018 06:01 AM,07/09/2018 07:26 PM,13,0.4,27,0.1,,
07/10/2018 06:01 AM,07/10/2018 07:26 PM,14,0.4333,28,0.1,,
07/11/2018 06:02 AM,07/11/2018 07:25 PM,15,0.4667,29,0.1,,
07/12/2018 06:02 AM,07/12/2018 07:25 PM,16,0.5333,32,0.1,,
07/13/2018 06:02 AM,07/13/2018 07:25 PM,17,0.5667,2,0.1,,
07/14/2018 06:03 AM,07/14/2018 07:25 PM,18,0.6,3,0.1,,
07/15/2018 06:03 AM,07/15/2018 07:25 PM,19,0.6333,4,0.1,,
07/16/2018 06:04 AM,07/16/2018 07:24 PM,20,0.6667,5,0.1,,
07/17/2018 06:04 AM,07/17/2018 07:24 PM,21,0.7,6,0.1,,
07/18/2018 06:04 AM,07/18/2018 07:24 PM,22,0.7333,7,0.1,,
07/19/2018 06:05 AM,07/19/2018 07:24 PM,23,0.7667,8,0.1,,
07/20/2018 06:05 AM,07/20/2018 07:23 PM,24,0.8,9,0.1,,
07/21/2018 06:06 AM,07/21/2018 07:23 PM,25,0.8333,10,0.1,,
07/22/2018 06:06 AM,07/22/2018 07:23 PM,26,0.8667,11,0.1,,
07/23/2018 06:07 AM,07/23/2018 07:22 PM,27,0.9,12,0.1,,
07/24/2018 06:07 AM,07/24/2018 07:22 PM,28,0.9333,13,0.1,,
07/25/2018 06:07 AM,07/25/2018 07:22 PM,29,0.9667,14,0.1,,
07/26/2018 06:08 AM,07/26/2018 07:21 PM,30,1,15,0.1,,
07/27/2018 06:08 AM,07/27/2018 07:21 PM,1,0.0333,16,0.1,,
07/28/2018 06:09 AM,07/28/2018 07:20 PM,2,0.0667,17,0.1,,
07/29/2018 06:09 AM,07/29/2018 07:20 PM,3,0.1,18,0.1,,
07/30/2018 06:09 AM,07/30/2018 07:19 PM,4,0.1333,19,0.1,,
07/31/2018 06:10 AM,07/31/2018 07:19 PM,5,0.1667,20,0.1,,
08/01/2018 06:10 AM,08/01/2018 07:18 PM,6,0.2,21,0.1,,
08/02/2018 06:11 AM,08/02/2018 07:18 PM,7,0.2333,22,0.1,,
08/03/2018 06:11 AM,08/03/2018 07:17 PM,8,0.2667,23,0.1,,
08/04/2018 06:11 AM,08/04/2018 07:16 PM,9,0.3,24,0.1,,
08/05/2018 06:12 AM,08/05/2018 07:16 PM,10,0.3333,25,0.1,,
08/06/2018 06:12 AM,08/06/2018 07:15 PM,11,0.3667,26,0.1,,
08/07/2018 06:13 AM,08/07/2018 07:15 PM,12,0.4,27,0.1,,
08/08/2018 06:13 AM,08/08/2018 07:14 PM,13,0.4333,28,0.1,,
08/09/2018 06:13 AM,08/09/2018 07:13 PM,14,0.4667,31,0.1,,
08/10/2018 06:14 AM,08/10/2018 07:13 PM,15,0.5333,1,0.1,,
08/11/2018 06:14 AM,08/11/2018 07:12 PM,16,0.5667,2,0.1,,
08/12/2018 06:14 AM,08/12/2018 07:11 PM,17,0.6,3,0.1,,
08/13/2018 06:15 AM,08/13/2018 07:10 PM,18,0.6333,4,0.1,,
08/14/2018 06:15 AM,08/14/2018 07:10 PM,19,0.6667,5,0.1,,
08/15/2018 06:16 AM,08/15/2018 07:09 PM,20,0.7,6,0.1,,
08/16/2018 06:16 AM,08/16/2018 07:08 PM,21,0.7333,7,0.1,,
08/17/2018 06:16 AM,08/17/2018 07:07 PM,22,0.7667,8,0.1,,
08/18/2018 06:17 AM,08/18/2018 07:07 PM,23,0.8,9,0.1,,
08/19/2018 06:17 AM,08/19/2018 07:06 PM,24,0.8333,10,0.1,,
08/20/2018 06:17 AM,08/20/2018 07:05 PM,25,0.8667,11,0.1,,
08/21/2018 06:18 AM,08/21/2018 07:04 PM,26,0.9,12,0.1,,
08/22/2018 06:18 AM,08/22/2018 07:03 PM,27,0.9333,13,0.1,,
08/23/2018 06:18 AM,08/23/2018 07:03 PM,28,0.9667,14,0.1,,
08/24/2018 06:19 AM,08/24/2018 07:02 PM,29,1,15,0.1,,
08/25/2018 06:19 AM,08/25/2018 07:01 PM,30,0.0333,16,0.1,,
08/26/2018 06:19 AM,08/26/2018 07:00 PM,1,0.0667,17,0.1,,
08/27/2018 06:19 AM,08/27/2018 06:59 PM,2,0.1,18,0.1,,
08/28/2018 06:20 AM,08/28/2018 06:58 PM,3,0.1333,19,0.1,,
08/29/2018 06:20 AM,08/29/2018 06:57 PM,4,0.1667,20,0.1,,
08/30/2018 06:20 AM,08/30/2018 06:56 PM,5,0.2,21,0.1,,
08/31/2018 06:21 AM,08/31/2018 06:55 PM,6,0.2333,22,0.1,,
09/01/2018 06:21 AM,09/01/2018 06:54 PM,7,0.2667,23,0.1,,
09/02/2018 06:21 AM,09/02/2018 06:54 PM,8,0.3,24,0.1,,
09/03/2018 06:22 AM,09/03/2018 06:53 PM,9,0.3333,25,0.1,,
09/04/2018 06:22 AM,09/04/2018 06:52 PM,10,0.3667,26,0.1,,
09/05/2018 06:22 AM,09/05/2018 06:51 PM,11,0.4,27,0.1,,
09/06/2018 06:22 AM,09/06/2018 06:50 PM,12,0.4333,28,0.1,,
09/07/2018 06:23 AM,09/07/2018 06:49 PM,13,0.4667,29,0.1,,
09/08/2018 06:23 AM,09/08/2018 06:48 PM,14,0.5,30,0.1,,
09/09/2018 06:23 AM,09/09/2018 06:47 PM,15,0.5333,1,0.1,,
09/10/2018 06:24 AM,09/10/2018 06:46 PM,16,0.5667,2,0.1,,
09/11/2018 06:24 AM,09/11/2018 06:45 PM,17,0.6,3,0.1,,
09/12/2018 06:24 AM,09/12/2018 06:44 PM,18,0.6333,4,0.1,,
09/13/2018 06:24 AM,09/13/2018 06:43 PM,19,0.6667,5,0.1,,
09/14/2018 06:25 AM,09/14/2018 06:42 PM,20,0.7,6,0.1,,
09/15/2018 06:25 AM,09/15/2018 06:41 PM,21,0.7333,7,0.1,,
09/16/2018 06:25 AM,09/16/2018 06:40 PM,22,0.7667,8,0.1,,
09/17/2018 06:25 AM,09/17/2018 06:39 PM,23,0.8,9,0.1,,
09/18/2018 06:26 AM,09/18/2018 06:38 PM,24,0.8333,10,0.1,,
09/19/2018 06:26 AM,09/19/2018 06:37 PM,25,0.8667,11,0.1,,
09/20/2018 06:26 AM,09/20/2018 06:36 PM,26,0.9,12,0.1,,
09/21/2018 06:27 AM,09/21/2018 06:35 PM,27,0.9333,13,0.1,,
09/22/2018 06:27 AM,09/22/2018 06:34 PM,28,0.9667,14,0.1,,
09/23/2018 06:27 AM,09/23/2018 06:33 PM,29,1,15,0.1,,
09/24/2018 06:27 AM,09/24/2018 06:32 PM,1,0.0333,16,0.1,,
09/25/2018 06:28 AM,09/25/2018 06:31 PM,2,0.0667,17,0.1,,
09/26/2018 06:28 AM,09/26/2018 06:30 PM,3,0.1,18,0.1,,
09/27/2018 06:28 AM,09/27/2018 06:29 PM,4,0.1333,19,0.1,,
09/28/2018 06:29 AM,09/28/2018 06:28 PM,5,0.1667,20,0.1,,
09/29/2018 06:29 AM,09/29/2018 06:27 PM,6,0.2,21,0.1,,
09/30/2018 06:29 AM,09/30/2018 06:26 PM,7,0.2333,22,0.1,,
10/01/2018 06:29 AM,10/01/2018 06:25 PM,8,0.2667,23,0.1,,
10/02/2018 06:30 AM,10/02/2018 06:24 PM,9,0.3,24,0.1,,
10/03/2018 06:30 AM,10/03/2018 06:23 PM,10,0.3333,25,0.1,,
10/04/2018 06:30 AM,10/04/2018 06:22 PM,11,0.3667,26,0.1,,
10/05/2018 06:31 AM,10/05/2018 06:21 PM,12,0.4,27,0.1,,
10/06/2018 06:31 AM,10/06/2018 06:21 PM,13,0.4333,28,0.1,,
10/07/2018 06:31 AM,10/07/2018 06:20 PM,14,0.4667,31,0.1,,
10/08/2018 06:32 AM,10/08/2018 06:19 PM,15,0.5333,1,0.1,,
10/09/2018 06:32 AM,10/09/2018 06:18 PM,16,0.5667,2,0.1,,
10/10/2018 06:33 AM,10/10/2018 06:17 PM,17,0.6,3,0.1,,
10/11/2018 06:33 AM,10/11/2018 06:16 PM,18,0.6333,4,0.1,,
10/12/2018 06:33 AM,10/12/2018 06:15 PM,19,0.6667,5,0.1,,
10/13/2018 06:34 AM,10/13/2018 06:14 PM,20,0.7,6,0.1,,
10/14/2018 06:34 AM,10/14/2018 06:14 PM,21,0.7333,7,0.1,,
10/15/2018 06:34 AM,10/15/2018 06:13 PM,22,0.7667,8,0.1,,
10/16/2018 06:35 AM,10/16/2018 06:12 PM,23,0.8,9,0.1,,
10/17/2018 06:35 AM,10/17/2018 06:11 PM,24,0.8333,10,0.1,,
10/18/2018 06:36 AM,10/18/2018 06:10 PM,25,0.8667,11,0.1,,
10/19/2018 06:36 AM,10/19/2018 06:09 PM,26,0.9,12,0.1,,
10/20/2018 06:36 AM,10/20/2018 06:09 PM,27,0.9333,13,0.1,,
10/21/2018 06:37 AM,10/21/2018 06:08 PM,28,0.9667,14,0.1,,
10/22/2018 06:37 AM,10/22/2018 06:07 PM,29,1,15,0.1,,
10/23/2018 06:38 AM,10/23/2018 06:07 PM,30,0.0333,16,0.1,,
10/24/2018 06:38 AM,10/24/2018 06:06 PM,1,0.0667,17,0.1,,
10/25/2018 06:39 AM,10/25/2018 06:05 PM,2,0.1,18,0.1,,
10/26/2018 06:39 AM,10/26/2018 06:04 PM,3,0.1333,19,0.1,,
10/27/2018 06:40 AM,10/27/2018 06:04 PM,4,0.1667,20,0.1,,
10/28/2018 06:40 AM,10/28/2018 06:03 PM,5,0.2,21,0.1,,
10/29/2018 06:41 AM,10/29/2018 06:02 PM,6,0.2333,22,0.1,,
10/30/2018 06:41 AM,10/30/2018 06:02 PM,7,0.2667,23,0.1,,
10/31/2018 06:42 AM,10/31/2018 06:01 PM,8,0.3,24,0.1,,
11/01/2018 06:42 AM,11/01/2018 06:01 PM,9,0.3333,25,0.1,,
11/02/2018 06:43 AM,11/02/2018 06:00 PM,10,0.3667,26,0.1,,
11/03/2018 06:43 AM,11/03/2018 06:00 PM,11,0.4,27,0.1,,
11/04/2018 06:44 AM,11/04/2018 05:59 PM,12,0.4333,28,0.1,,
11/05/2018 06:44 AM,11/05/2018 05:59 PM,13,0.4667,29,0.1,,
11/06/2018 06:45 AM,11/06/2018 05:58 PM,14,0.5,30,0.1,,
11/07/2018 06:46 AM,11/07/2018 05:58 PM,15,0.5333,1,0.1,,
11/08/2018 06:46 AM,11/08/2018 05:57 PM,16,0.5667,2,0.1,,
11/09/2018 06:47 AM,11/09/2018 05:57 PM,17,0.6,3,0.1,,
11/10/2018 06:47 AM,11/10/2018 05:56 PM,18,0.6333,4,0.1,,
11/11/2018 06:48 AM,11/11/2018 05:56 PM,19,0.6667,5,0.1,,
11/12/2018 06:49 AM,11/12/2018 05:56 PM,20,0.7,6,0.1,,
11/13/2018 06:49 AM,11/13/2018 05:55 PM,21,0.7333,7,0.1,,
11/14/2018 06:50 AM,11/14/2018 05:55 PM,22,0.7667,8,0.1,,
11/15/2018 06:50 AM,11/15/2018 05:55 PM,23,0.8,9,0.1,,
11/16/2018 06:51 AM,11/16/2018 05:55 PM,24,0.8333,10,0.1,,
11/17/2018 06:52 AM,11/17/2018 05:54 PM,25,0.8667,11,0.1,,
11/18/2018 06:52 AM,11/18/2018 05:54 PM,26,0.9,12,0.1,,
11/19/2018 06:53 AM,11/19/2018 05:54 PM,27,0.9333,13,0.1,,
11/20/2018 06:54 AM,11/20/2018 05:54 PM,28,0.9667,14,0.1,,
11/21/2018 06:54 AM,11/21/2018 05:54 PM,29,1,15,0.1,,
