date,height,highlow
06/28/2018 03:34 PM,2.24,H
06/28/2018 10:19 PM,0.35,L
06/29/2018 02:53 AM,0.72,H
06/29/2018 08:07 AM,-0.07,L
06/29/2018 04:07 PM,2.2,H
06/29/2018 10:54 PM,0.34,L
06/30/2018 03:33 AM,0.71,H
06/30/2018 08:42 AM,-0.01,L
06/30/2018 04:41 PM,2.12,H
06/30/2018 11:30 PM,0.34,L
07/01/2018 04:17 AM,0.7,H
07/01/2018 09:19 AM,0.09,L
07/01/2018 05:14 PM,2.03,H
07/02/2018 12:08 AM,0.32,L
07/02/2018 05:13 AM,0.71,H
07/02/2018 09:58 AM,0.22,L
07/02/2018 05:48 PM,1.91,H
07/03/2018 12:47 AM,0.29,L
07/03/2018 06:26 AM,0.74,H
07/03/2018 10:43 AM,0.37,L
07/03/2018 06:22 PM,1.76,H
07/04/2018 01:26 AM,0.25,L
07/04/2018 07:59 AM,0.85,H
07/04/2018 11:43 AM,0.54,L
07/04/2018 06:58 PM,1.6,H
07/05/2018 02:04 AM,0.19,L
07/05/2018 09:28 AM,1.04,H
07/05/2018 01:10 PM,0.69,L
07/05/2018 07:39 PM,1.43,H
07/06/2018 02:42 AM,0.12,L
07/06/2018 10:34 AM,1.3,H
07/06/2018 03:02 PM,0.77,L
07/06/2018 08:29 PM,1.25,H
07/07/2018 03:21 AM,0.03,L
07/07/2018 11:24 AM,1.59,H
07/07/2018 04:52 PM,0.74,L
07/07/2018 09:30 PM,1.09,H
07/08/2018 04:01 AM,-0.06,L
07/08/2018 12:08 PM,1.89,H
07/08/2018 06:18 PM,0.64,L
07/08/2018 10:36 PM,0.96,H
07/09/2018 04:44 AM,-0.16,L
07/09/2018 12:50 PM,2.16,H
07/09/2018 07:19 PM,0.52,L
07/09/2018 11:39 PM,0.88,H
07/10/2018 05:28 AM,-0.25,L
07/10/2018 01:33 PM,2.39,H
07/10/2018 08:09 PM,0.41,L
07/11/2018 12:37 AM,0.83,H
07/11/2018 06:13 AM,-0.31,L
07/11/2018 02:15 PM,2.54,H
07/11/2018 08:54 PM,0.34,L
07/12/2018 01:31 AM,0.82,H
07/12/2018 07:00 AM,-0.34,L
07/12/2018 02:58 PM,2.62,H
07/12/2018 09:37 PM,0.28,L
07/13/2018 02:24 AM,0.83,H
07/13/2018 07:47 AM,-0.31,L
07/13/2018 03:42 PM,2.6,H
07/13/2018 10:20 PM,0.25,L
07/14/2018 03:19 AM,0.86,H
07/14/2018 08:35 AM,-0.22,L
07/14/2018 04:25 PM,2.5,H
07/14/2018 11:02 PM,0.22,L
07/15/2018 04:18 AM,0.89,H
07/15/2018 09:24 AM,-0.07,L
07/15/2018 05:08 PM,2.32,H
07/15/2018 11:46 PM,0.2,L
07/16/2018 05:26 AM,0.94,H
07/16/2018 10:16 AM,0.14,L
07/16/2018 05:50 PM,2.09,H
07/17/2018 12:29 AM,0.17,L
07/17/2018 06:44 AM,1.02,H
07/17/2018 11:16 AM,0.38,L
07/17/2018 06:33 PM,1.82,H
07/18/2018 01:13 AM,0.14,L
07/18/2018 08:11 AM,1.16,H
07/18/2018 12:31 PM,0.61,L
07/18/2018 07:16 PM,1.55,H
07/19/2018 01:58 AM,0.12,L
07/19/2018 09:36 AM,1.36,H
07/19/2018 02:17 PM,0.77,L
07/19/2018 08:04 PM,1.3,H
07/20/2018 02:41 AM,0.09,L
07/20/2018 10:46 AM,1.59,H
07/20/2018 04:39 PM,0.79,L
07/20/2018 09:02 PM,1.08,H
07/21/2018 03:25 AM,0.07,L
07/21/2018 11:40 AM,1.8,H
07/21/2018 06:29 PM,0.7,L
07/21/2018 10:10 PM,0.93,H
07/22/2018 04:07 AM,0.05,L
07/22/2018 12:24 PM,1.98,H
07/22/2018 07:27 PM,0.6,L
07/22/2018 11:15 PM,0.84,H
07/23/2018 04:48 AM,0.03,L
07/23/2018 01:02 PM,2.1,H
07/23/2018 08:03 PM,0.52,L
07/24/2018 12:08 AM,0.82,H
07/24/2018 05:28 AM,0,L
07/24/2018 01:36 PM,2.19,H
07/24/2018 08:29 PM,0.47,L
07/25/2018 12:52 AM,0.82,H
07/25/2018 06:06 AM,-0.02,L
07/25/2018 02:09 PM,2.24,H
07/25/2018 08:52 PM,0.44,L
07/26/2018 01:31 AM,0.85,H
07/26/2018 06:44 AM,-0.04,L
07/26/2018 02:40 PM,2.26,H
07/26/2018 09:15 PM,0.42,L
07/27/2018 02:06 AM,0.89,H
07/27/2018 07:20 AM,-0.03,L
07/27/2018 03:11 PM,2.25,H
07/27/2018 09:40 PM,0.39,L
07/28/2018 02:42 AM,0.93,H
07/28/2018 07:56 AM,0,L
07/28/2018 03:41 PM,2.21,H
07/28/2018 10:07 PM,0.37,L
07/29/2018 03:19 AM,0.96,H
07/29/2018 08:32 AM,0.06,L
07/29/2018 04:10 PM,2.13,H
07/29/2018 10:36 PM,0.35,L
07/30/2018 04:00 AM,0.98,H
07/30/2018 09:09 AM,0.16,L
07/30/2018 04:38 PM,2.03,H
07/30/2018 11:06 PM,0.32,L
07/31/2018 04:48 AM,1.01,H
07/31/2018 09:49 AM,0.29,L
07/31/2018 05:06 PM,1.89,H
07/31/2018 11:39 PM,0.29,L
08/01/2018 05:47 AM,1.06,H
08/01/2018 10:35 AM,0.45,L
08/01/2018 05:33 PM,1.72,H
08/02/2018 12:14 AM,0.26,L
08/02/2018 07:01 AM,1.15,H
08/02/2018 11:35 AM,0.63,L
08/02/2018 06:02 PM,1.53,H
08/03/2018 12:53 AM,0.22,L
08/03/2018 08:27 AM,1.3,H
08/03/2018 01:02 PM,0.78,L
08/03/2018 06:36 PM,1.33,H
08/04/2018 01:37 AM,0.17,L
08/04/2018 09:47 AM,1.53,H
08/04/2018 03:07 PM,0.84,L
08/04/2018 07:22 PM,1.13,H
08/05/2018 02:26 AM,0.11,L
08/05/2018 10:51 AM,1.79,H
08/05/2018 05:19 PM,0.76,L
08/05/2018 08:48 PM,0.96,H
08/06/2018 03:21 AM,0.04,L
08/06/2018 11:44 AM,2.05,H
08/06/2018 06:33 PM,0.63,L
08/06/2018 10:26 PM,0.87,H
08/07/2018 04:16 AM,-0.04,L
08/07/2018 12:31 PM,2.28,H
08/07/2018 07:17 PM,0.51,L
08/07/2018 11:40 PM,0.87,H
08/08/2018 05:10 AM,-0.13,L
08/08/2018 01:15 PM,2.46,H
08/08/2018 07:54 PM,0.42,L
08/09/2018 12:39 AM,0.92,H
08/09/2018 06:02 AM,-0.19,L
08/09/2018 01:57 PM,2.56,H
08/09/2018 08:29 PM,0.34,L
08/10/2018 01:31 AM,1,H
08/10/2018 06:53 AM,-0.22,L
08/10/2018 02:39 PM,2.58,H
08/10/2018 09:03 PM,0.29,L
08/11/2018 02:22 AM,1.1,H
08/11/2018 07:42 AM,-0.18,L
08/11/2018 03:19 PM,2.51,H
08/11/2018 09:38 PM,0.25,L
08/12/2018 03:13 AM,1.19,H
08/12/2018 08:30 AM,-0.08,L
08/12/2018 03:57 PM,2.35,H
08/12/2018 10:13 PM,0.22,L
08/13/2018 04:06 AM,1.27,H
08/13/2018 09:20 AM,0.08,L
08/13/2018 04:35 PM,2.14,H
08/13/2018 10:49 PM,0.2,L
08/14/2018 05:04 AM,1.33,H
08/14/2018 10:12 AM,0.28,L
08/14/2018 05:11 PM,1.88,H
08/14/2018 11:25 PM,0.19,L
08/15/2018 06:10 AM,1.4,H
08/15/2018 11:11 AM,0.51,L
08/15/2018 05:47 PM,1.61,H
08/16/2018 12:04 AM,0.19,L
08/16/2018 07:25 AM,1.47,H
08/16/2018 12:28 PM,0.7,L
08/16/2018 06:23 PM,1.34,H
08/17/2018 12:46 AM,0.21,L
08/17/2018 08:46 AM,1.58,H
08/17/2018 02:25 PM,0.82,L
08/17/2018 07:06 PM,1.11,H
08/18/2018 01:34 AM,0.24,L
08/18/2018 10:02 AM,1.72,H
08/18/2018 05:28 PM,0.76,L
08/18/2018 08:26 PM,0.93,H
08/19/2018 02:29 AM,0.25,L
08/19/2018 11:04 AM,1.86,H
08/19/2018 06:41 PM,0.65,L
08/19/2018 10:09 PM,0.85,H
08/20/2018 03:27 AM,0.25,L
08/20/2018 11:53 AM,1.98,H
08/20/2018 07:12 PM,0.57,L
08/20/2018 11:21 PM,0.85,H
08/21/2018 04:23 AM,0.22,L
08/21/2018 12:34 PM,2.07,H
08/21/2018 07:33 PM,0.52,L
08/22/2018 12:11 AM,0.91,H
08/22/2018 05:12 AM,0.18,L
08/22/2018 01:10 PM,2.13,H
08/22/2018 07:51 PM,0.48,L
08/23/2018 12:49 AM,0.98,H
08/23/2018 05:55 AM,0.13,L
08/23/2018 01:42 PM,2.17,H
08/23/2018 08:09 PM,0.45,L
08/24/2018 01:23 AM,1.07,H
08/24/2018 06:34 AM,0.1,L
08/24/2018 02:12 PM,2.18,H
08/24/2018 08:28 PM,0.42,L
08/25/2018 01:56 AM,1.15,H
08/25/2018 07:11 AM,0.09,L
08/25/2018 02:40 PM,2.15,H
08/25/2018 08:49 PM,0.38,L
08/26/2018 02:29 AM,1.22,H
08/26/2018 07:47 AM,0.11,L
08/26/2018 03:07 PM,2.1,H
08/26/2018 09:12 PM,0.34,L
08/27/2018 03:05 AM,1.29,H
08/27/2018 08:24 AM,0.17,L
08/27/2018 03:33 PM,2.01,H
08/27/2018 09:38 PM,0.3,L
08/28/2018 03:44 AM,1.36,H
08/28/2018 09:04 AM,0.26,L
08/28/2018 03:58 PM,1.89,H
08/28/2018 10:06 PM,0.27,L
08/29/2018 04:27 AM,1.41,H
08/29/2018 09:47 AM,0.39,L
08/29/2018 04:24 PM,1.73,H
08/29/2018 10:35 PM,0.24,L
08/30/2018 05:18 AM,1.47,H
08/30/2018 10:38 AM,0.54,L
08/30/2018 04:50 PM,1.54,H
08/30/2018 11:09 PM,0.23,L
08/31/2018 06:20 AM,1.54,H
08/31/2018 11:44 AM,0.69,L
08/31/2018 05:17 PM,1.34,H
09/01/2018 07:37 AM,1.63,H
09/01/2018 01:20 PM,0.8,L
09/01/2018 05:47 PM,1.14,H
09/02/2018 12:36 AM,0.23,L
09/02/2018 09:01 AM,1.77,H
09/02/2018 03:47 PM,0.78,L
09/02/2018 06:39 PM,0.95,H
09/03/2018 01:38 AM,0.22,L
09/03/2018 10:16 AM,1.95,H
09/03/2018 05:41 PM,0.66,L
09/03/2018 09:09 PM,0.84,H
09/04/2018 02:49 AM,0.19,L
09/04/2018 11:16 AM,2.14,H
09/04/2018 06:21 PM,0.54,L
09/04/2018 10:49 PM,0.87,H
09/05/2018 03:59 AM,0.12,L
09/05/2018 12:07 PM,2.29,H
09/05/2018 06:52 PM,0.45,L
09/05/2018 11:53 PM,0.98,H
09/06/2018 05:02 AM,0.05,L
09/06/2018 12:52 PM,2.39,H
09/06/2018 07:21 PM,0.37,L
09/07/2018 12:45 AM,1.13,H
09/07/2018 05:58 AM,-0.01,L
09/07/2018 01:33 PM,2.41,H
09/07/2018 07:50 PM,0.3,L
09/08/2018 01:32 AM,1.29,H
09/08/2018 06:50 AM,-0.02,L
09/08/2018 02:12 PM,2.36,H
09/08/2018 08:19 PM,0.24,L
09/09/2018 02:17 AM,1.45,H
09/09/2018 07:40 AM,0.02,L
09/09/2018 02:48 PM,2.23,H
09/09/2018 08:49 PM,0.19,L
09/10/2018 03:03 AM,1.58,H
09/10/2018 08:29 AM,0.12,L
09/10/2018 03:23 PM,2.04,H
09/10/2018 09:19 PM,0.15,L
09/11/2018 03:51 AM,1.68,H
09/11/2018 09:19 AM,0.26,L
09/11/2018 03:57 PM,1.82,H
09/11/2018 09:49 PM,0.15,L
09/12/2018 04:40 AM,1.75,H
09/12/2018 10:12 AM,0.42,L
09/12/2018 04:29 PM,1.57,H
09/12/2018 10:21 PM,0.17,L
09/13/2018 05:34 AM,1.77,H
09/13/2018 11:13 AM,0.58,L
09/13/2018 05:00 PM,1.33,H
09/13/2018 10:54 PM,0.22,L
09/14/2018 06:36 AM,1.77,H
09/14/2018 12:32 PM,0.71,L
09/14/2018 05:31 PM,1.11,H
09/14/2018 11:32 PM,0.28,L
09/15/2018 07:47 AM,1.78,H
09/15/2018 02:47 PM,0.75,L
09/15/2018 06:12 PM,0.92,H
09/16/2018 12:19 AM,0.36,L
09/16/2018 09:04 AM,1.8,H
09/16/2018 05:35 PM,0.66,L
09/16/2018 08:33 PM,0.81,H
09/17/2018 01:24 AM,0.43,L
09/17/2018 10:15 AM,1.85,H
09/17/2018 06:08 PM,0.58,L
09/17/2018 10:25 PM,0.83,H
09/18/2018 02:45 AM,0.45,L
09/18/2018 11:11 AM,1.91,H
09/18/2018 06:28 PM,0.52,L
09/18/2018 11:26 PM,0.93,H
09/19/2018 03:58 AM,0.42,L
09/19/2018 11:56 AM,1.97,H
09/19/2018 06:45 PM,0.48,L
09/20/2018 12:07 AM,1.04,H
09/20/2018 04:55 AM,0.36,L
09/20/2018 12:34 PM,2,H
09/20/2018 07:00 PM,0.45,L
09/21/2018 12:41 AM,1.17,H
09/21/2018 05:41 AM,0.3,L
09/21/2018 01:06 PM,2.02,H
09/21/2018 07:16 PM,0.4,L
09/22/2018 01:12 AM,1.3,H
09/22/2018 06:22 AM,0.26,L
09/22/2018 01:35 PM,2,H
09/22/2018 07:35 PM,0.34,L
09/23/2018 01:44 AM,1.43,H
09/23/2018 07:01 AM,0.24,L
09/23/2018 02:01 PM,1.95,H
09/23/2018 07:55 PM,0.28,L
09/24/2018 02:16 AM,1.55,H
09/24/2018 07:40 AM,0.26,L
09/24/2018 02:27 PM,1.88,H
09/24/2018 08:18 PM,0.22,L
09/25/2018 02:51 AM,1.67,H
09/25/2018 08:21 AM,0.3,L
09/25/2018 02:52 PM,1.77,H
09/25/2018 08:43 PM,0.17,L
09/26/2018 03:28 AM,1.77,H
09/26/2018 09:05 AM,0.38,L
09/26/2018 03:18 PM,1.62,H
09/26/2018 09:11 PM,0.15,L
09/27/2018 04:10 AM,1.84,H
09/27/2018 09:54 AM,0.47,L
09/27/2018 03:45 PM,1.45,H
09/27/2018 09:40 PM,0.14,L
09/28/2018 04:57 AM,1.9,H
09/28/2018 10:52 AM,0.58,L
09/28/2018 04:13 PM,1.27,H
09/28/2018 10:14 PM,0.16,L
09/29/2018 05:53 AM,1.92,H
09/29/2018 12:06 PM,0.67,L
09/29/2018 04:44 PM,1.08,H
09/29/2018 10:53 PM,0.2,L
09/30/2018 07:02 AM,1.94,H
09/30/2018 01:54 PM,0.7,L
09/30/2018 05:23 PM,0.9,H
09/30/2018 11:45 PM,0.26,L
10/01/2018 08:22 AM,1.98,H
10/01/2018 04:16 PM,0.63,L
10/01/2018 07:31 PM,0.77,H
10/02/2018 12:57 AM,0.32,L
10/02/2018 09:39 AM,2.05,H
10/02/2018 05:14 PM,0.52,L
10/02/2018 09:55 PM,0.81,H
10/03/2018 02:26 AM,0.34,L
10/03/2018 10:44 AM,2.13,H
10/03/2018 05:46 PM,0.42,L
10/03/2018 11:09 PM,0.97,H
10/04/2018 03:49 AM,0.31,L
10/04/2018 11:37 AM,2.18,H
10/04/2018 06:13 PM,0.34,L
10/05/2018 12:02 AM,1.17,H
10/05/2018 04:58 AM,0.26,L
10/05/2018 12:22 PM,2.18,H
10/05/2018 06:40 PM,0.26,L
10/06/2018 12:48 AM,1.4,H
10/06/2018 05:58 AM,0.22,L
10/06/2018 01:02 PM,2.12,H
10/06/2018 07:06 PM,0.18,L
10/07/2018 01:30 AM,1.61,H
10/07/2018 06:51 AM,0.22,L
10/07/2018 01:39 PM,2,H
10/07/2018 07:33 PM,0.12,L
10/08/2018 02:12 AM,1.81,H
10/08/2018 07:42 AM,0.25,L
10/08/2018 02:13 PM,1.83,H
10/08/2018 07:59 PM,0.07,L
10/09/2018 02:53 AM,1.96,H
10/09/2018 08:32 AM,0.32,L
10/09/2018 02:45 PM,1.64,H
10/09/2018 08:27 PM,0.05,L
10/10/2018 03:34 AM,2.06,H
10/10/2018 09:23 AM,0.4,L
10/10/2018 03:17 PM,1.44,H
10/10/2018 08:54 PM,0.06,L
10/11/2018 04:17 AM,2.1,H
10/11/2018 10:17 AM,0.49,L
10/11/2018 03:47 PM,1.24,H
10/11/2018 09:23 PM,0.11,L
10/12/2018 05:02 AM,2.08,H
10/12/2018 11:19 AM,0.58,L
10/12/2018 04:18 PM,1.05,H
10/12/2018 09:53 PM,0.19,L
10/13/2018 05:52 AM,2.02,H
10/13/2018 12:37 PM,0.64,L
10/13/2018 04:50 PM,0.89,H
10/13/2018 10:27 PM,0.29,L
10/14/2018 06:51 AM,1.94,H
10/14/2018 02:44 PM,0.63,L
10/14/2018 05:47 PM,0.77,H
10/14/2018 11:09 PM,0.4,L
10/15/2018 08:00 AM,1.87,H
10/15/2018 04:42 PM,0.57,L
10/15/2018 08:41 PM,0.73,H
10/16/2018 12:13 AM,0.51,L
10/16/2018 09:12 AM,1.83,H
10/16/2018 05:13 PM,0.51,L
10/16/2018 10:25 PM,0.84,H
10/17/2018 01:48 AM,0.58,L
10/17/2018 10:15 AM,1.82,H
10/17/2018 05:33 PM,0.46,L
10/17/2018 11:18 PM,0.98,H
10/18/2018 03:20 AM,0.58,L
10/18/2018 11:05 AM,1.83,H
10/18/2018 05:49 PM,0.41,L
10/18/2018 11:55 PM,1.15,H
10/19/2018 04:29 AM,0.53,L
10/19/2018 11:44 AM,1.82,H
10/19/2018 06:04 PM,0.35,L
10/20/2018 12:28 AM,1.32,H
10/20/2018 05:23 AM,0.48,L
10/20/2018 12:18 PM,1.79,H
10/20/2018 06:22 PM,0.28,L
10/21/2018 12:59 AM,1.5,H
10/21/2018 06:10 AM,0.44,L
10/21/2018 12:48 PM,1.74,H
10/21/2018 06:42 PM,0.2,L
10/22/2018 01:30 AM,1.69,H
10/22/2018 06:54 AM,0.41,L
10/22/2018 01:16 PM,1.67,H
10/22/2018 07:04 PM,0.12,L
10/23/2018 02:03 AM,1.86,H
10/23/2018 07:38 AM,0.4,L
10/23/2018 01:44 PM,1.57,H
10/23/2018 07:29 PM,0.05,L
10/24/2018 02:37 AM,2.02,H
10/24/2018 08:23 AM,0.41,L
10/24/2018 02:12 PM,1.45,H
10/24/2018 07:56 PM,0,L
10/25/2018 03:15 AM,2.14,H
10/25/2018 09:13 AM,0.44,L
10/25/2018 02:43 PM,1.3,H
10/25/2018 08:26 PM,-0.02,L
10/26/2018 03:56 AM,2.23,H
10/26/2018 10:07 AM,0.48,L
10/26/2018 03:15 PM,1.15,H
10/26/2018 08:58 PM,0,L
10/27/2018 04:42 AM,2.25,H
10/27/2018 11:10 AM,0.53,L
10/27/2018 03:50 PM,0.99,H
10/27/2018 09:35 PM,0.05,L
10/28/2018 05:35 AM,2.23,H
10/28/2018 12:29 PM,0.56,L
10/28/2018 04:34 PM,0.84,H
10/28/2018 10:17 PM,0.14,L
10/29/2018 06:38 AM,2.18,H
10/29/2018 02:08 PM,0.54,L
10/29/2018 05:54 PM,0.72,H
10/29/2018 11:12 PM,0.26,L
10/30/2018 07:48 AM,2.12,H
10/30/2018 03:37 PM,0.46,L
10/30/2018 08:25 PM,0.71,H
10/31/2018 12:29 AM,0.38,L
10/31/2018 09:00 AM,2.07,H
10/31/2018 04:27 PM,0.37,L
10/31/2018 10:10 PM,0.88,H
11/01/2018 02:07 AM,0.47,L
11/01/2018 10:04 AM,2.02,H
11/01/2018 05:01 PM,0.28,L
11/01/2018 11:15 PM,1.12,H
11/02/2018 03:41 AM,0.5,L
11/02/2018 10:59 AM,1.95,H
11/02/2018 05:29 PM,0.2,L
11/03/2018 12:04 AM,1.39,H
11/03/2018 04:58 AM,0.48,L
11/03/2018 11:45 AM,1.85,H
11/03/2018 05:56 PM,0.11,L
11/04/2018 12:47 AM,1.65,H
11/04/2018 06:03 AM,0.46,L
11/04/2018 12:25 PM,1.72,H
11/04/2018 06:22 PM,0.04,L
11/05/2018 01:27 AM,1.89,H
11/05/2018 07:00 AM,0.44,L
11/05/2018 01:02 PM,1.57,H
11/05/2018 06:48 PM,-0.03,L
11/06/2018 02:05 AM,2.09,H
11/06/2018 07:53 AM,0.43,L
11/06/2018 01:36 PM,1.41,H
11/06/2018 07:14 PM,-0.06,L
11/07/2018 02:42 AM,2.23,H
11/07/2018 08:43 AM,0.44,L
11/07/2018 02:09 PM,1.24,H
11/07/2018 07:42 PM,-0.06,L
11/08/2018 03:19 AM,2.3,H
11/08/2018 09:33 AM,0.46,L
11/08/2018 02:41 PM,1.09,H
11/08/2018 08:10 PM,-0.03,L
11/09/2018 03:56 AM,2.31,H
11/09/2018 10:24 AM,0.48,L
11/09/2018 03:14 PM,0.96,H
11/09/2018 08:39 PM,0.03,L
11/10/2018 04:35 AM,2.26,H
11/10/2018 11:20 AM,0.51,L
11/10/2018 03:48 PM,0.84,H
11/10/2018 09:10 PM,0.12,L
11/11/2018 05:18 AM,2.17,H
11/11/2018 12:26 PM,0.52,L
11/11/2018 04:29 PM,0.75,H
11/11/2018 09:43 PM,0.23,L
11/12/2018 06:06 AM,2.06,H
11/12/2018 01:48 PM,0.52,L
11/12/2018 05:38 PM,0.68,H
11/12/2018 10:21 PM,0.36,L
11/13/2018 07:00 AM,1.94,H
11/13/2018 03:10 PM,0.49,L
11/13/2018 08:02 PM,0.68,H
11/13/2018 11:14 PM,0.49,L
11/14/2018 08:02 AM,1.83,H
11/14/2018 03:56 PM,0.44,L
11/14/2018 09:55 PM,0.81,H
11/15/2018 12:38 AM,0.61,L
11/15/2018 09:02 AM,1.74,H
11/15/2018 04:23 PM,0.38,L
11/15/2018 10:56 PM,0.99,H
11/16/2018 02:21 AM,0.68,L
11/16/2018 09:55 AM,1.67,H
11/16/2018 04:45 PM,0.32,L
11/16/2018 11:36 PM,1.19,H
11/17/2018 03:51 AM,0.69,L
11/17/2018 10:40 AM,1.6,H
11/17/2018 05:05 PM,0.24,L
11/18/2018 12:10 AM,1.42,H
11/18/2018 05:01 AM,0.65,L
11/18/2018 11:19 AM,1.53,H
11/18/2018 05:27 PM,0.14,L
11/19/2018 12:42 AM,1.65,H
11/19/2018 06:00 AM,0.6,L
11/19/2018 11:54 AM,1.44,H
11/19/2018 05:51 PM,0.04,L
11/20/2018 01:15 AM,1.88,H
11/20/2018 06:52 AM,0.54,L
11/20/2018 12:28 PM,1.35,H
11/20/2018 06:18 PM,-0.05,L
11/21/2018 01:48 AM,2.1,H
11/21/2018 07:42 AM,0.49,L
11/21/2018 01:03 PM,1.24,H
11/21/2018 06:47 PM,-0.12,L
11/22/2018 02:24 AM,2.28,H
11/22/2018 08:32 AM,0.45,L
11/22/2018 01:39 PM,1.13,H
11/22/2018 07:19 PM,-0.17,L
11/23/2018 03:03 AM,2.42,H
11/23/2018 09:23 AM,0.42,L
11/23/2018 02:17 PM,1.02,H
11/23/2018 07:54 PM,-0.18,L
11/24/2018 03:45 AM,2.49,H
11/24/2018 10:18 AM,0.41,L
11/24/2018 02:58 PM,0.9,H
11/24/2018 08:32 PM,-0.15,L
11/25/2018 04:31 AM,2.49,H
11/25/2018 11:19 AM,0.41,L
11/25/2018 03:45 PM,0.8,H
11/25/2018 09:13 PM,-0.07,L
11/26/2018 05:21 AM,2.42,H
11/26/2018 12:26 PM,0.41,L
11/26/2018 04:47 PM,0.71,H
11/26/2018 10:00 PM,0.06,L
11/27/2018 06:16 AM,2.3,H
11/27/2018 01:37 PM,0.37,L
11/27/2018 06:23 PM,0.67,H
11/27/2018 10:56 PM,0.23,L
11/28/2018 07:15 AM,2.15,H
11/28/2018 02:41 PM,0.31,L
11/28/2018 08:24 PM,0.76,H
11/29/2018 12:11 AM,0.42,L
11/29/2018 08:17 AM,1.99,H
11/29/2018 03:30 PM,0.23,L
11/29/2018 10:01 PM,0.98,H
11/30/2018 01:49 AM,0.58,L
11/30/2018 09:17 AM,1.81,H
11/30/2018 04:09 PM,0.15,L
11/30/2018 11:08 PM,1.27,H
12/01/2018 03:35 AM,0.66,L
12/01/2018 10:13 AM,1.64,H
12/01/2018 04:42 PM,0.07,L
12/01/2018 11:58 PM,1.57,H
12/02/2018 05:08 AM,0.65,L
12/02/2018 11:02 AM,1.47,H
12/02/2018 05:12 PM,-0.01,L
12/03/2018 12:41 AM,1.84,H
12/03/2018 06:22 AM,0.6,L
12/03/2018 11:47 AM,1.31,H
12/03/2018 05:41 PM,-0.08,L
12/04/2018 01:19 AM,2.07,H
12/04/2018 07:22 AM,0.55,L
12/04/2018 12:28 PM,1.16,H
12/04/2018 06:09 PM,-0.12,L
12/05/2018 01:55 AM,2.23,H
12/05/2018 08:13 AM,0.49,L
12/05/2018 01:06 PM,1.04,H
12/05/2018 06:38 PM,-0.14,L
12/06/2018 02:30 AM,2.34,H
12/06/2018 08:58 AM,0.45,L
12/06/2018 01:42 PM,0.94,H
12/06/2018 07:08 PM,-0.13,L
12/07/2018 03:04 AM,2.38,H
12/07/2018 09:41 AM,0.42,L
12/07/2018 02:19 PM,0.86,H
12/07/2018 07:39 PM,-0.1,L
12/08/2018 03:38 AM,2.37,H
12/08/2018 10:22 AM,0.41,L
12/08/2018 02:55 PM,0.8,H
12/08/2018 08:11 PM,-0.04,L
12/09/2018 04:14 AM,2.31,H
12/09/2018 11:06 AM,0.41,L
12/09/2018 03:33 PM,0.74,H
12/09/2018 08:45 PM,0.04,L
12/10/2018 04:51 AM,2.22,H
12/10/2018 11:52 AM,0.42,L
12/10/2018 04:17 PM,0.7,H
12/10/2018 09:20 PM,0.14,L
12/11/2018 05:30 AM,2.1,H
12/11/2018 12:42 PM,0.42,L
12/11/2018 05:16 PM,0.67,H
12/11/2018 09:58 PM,0.27,L
12/12/2018 06:11 AM,1.96,H
12/12/2018 01:33 PM,0.4,L
12/12/2018 06:48 PM,0.68,H
12/12/2018 10:42 PM,0.41,L
12/13/2018 06:54 AM,1.81,H
12/13/2018 02:20 PM,0.36,L
12/13/2018 08:45 PM,0.78,H
12/13/2018 11:43 PM,0.57,L
12/14/2018 07:39 AM,1.66,H
12/14/2018 02:58 PM,0.3,L
12/14/2018 10:12 PM,0.96,H
12/15/2018 01:16 AM,0.71,L
12/15/2018 08:28 AM,1.52,H
12/15/2018 03:31 PM,0.23,L
12/15/2018 11:06 PM,1.2,H
12/16/2018 03:06 AM,0.78,L
12/16/2018 09:18 AM,1.38,H
12/16/2018 04:01 PM,0.14,L
12/16/2018 11:46 PM,1.46,H
12/17/2018 04:44 AM,0.76,L
12/17/2018 10:08 AM,1.25,H
12/17/2018 04:32 PM,0.03,L
12/18/2018 12:22 AM,1.73,H
12/18/2018 06:00 AM,0.68,L
12/18/2018 10:57 AM,1.14,H
12/18/2018 05:04 PM,-0.07,L
12/19/2018 12:57 AM,1.99,H
12/19/2018 07:00 AM,0.58,L
12/19/2018 11:45 AM,1.04,H
12/19/2018 05:39 PM,-0.17,L
12/20/2018 01:33 AM,2.23,H
12/20/2018 07:51 AM,0.48,L
12/20/2018 12:32 PM,0.96,H
12/20/2018 06:16 PM,-0.25,L
12/21/2018 02:11 AM,2.42,H
12/21/2018 08:39 AM,0.4,L
12/21/2018 01:18 PM,0.9,H
12/21/2018 06:55 PM,-0.3,L
12/22/2018 02:51 AM,2.55,H
12/22/2018 09:26 AM,0.34,L
12/22/2018 02:05 PM,0.84,H
12/22/2018 07:36 PM,-0.32,L
12/23/2018 03:34 AM,2.59,H
12/23/2018 10:14 AM,0.3,L
12/23/2018 02:54 PM,0.8,H
12/23/2018 08:20 PM,-0.27,L
12/24/2018 04:18 AM,2.56,H
12/24/2018 11:03 AM,0.28,L
12/24/2018 03:49 PM,0.77,H
12/24/2018 09:05 PM,-0.17,L
12/25/2018 05:03 AM,2.45,H
12/25/2018 11:54 AM,0.26,L
12/25/2018 04:54 PM,0.75,H
12/25/2018 09:54 PM,-0.01,L
12/26/2018 05:50 AM,2.27,H
