date,height,highlow
02/04/2015 8:24 PM,-0.03,L
02/05/2015 3:44 AM,1.9,H
02/05/2015 9:53 AM,0.16,L
02/05/2015 3:48 PM,1.05,H
02/05/2015 9:00 PM,0.06,L
02/06/2015 4:09 AM,1.78,H
02/06/2015 10:20 AM,0.14,L
02/06/2015 4:28 PM,1.08,H
02/06/2015 9:38 PM,0.18,L
02/07/2015 4:33 AM,1.62,H
02/07/2015 10:49 AM,0.12,L
02/07/2015 5:15 PM,1.1,H
02/07/2015 10:20 PM,0.33,L
02/08/2015 4:55 AM,1.45,H
02/08/2015 11:19 AM,0.11,L
02/08/2015 6:11 PM,1.13,H
02/08/2015 11:10 PM,0.49,L
02/09/2015 5:16 AM,1.28,H
02/09/2015 11:54 AM,0.11,L
02/09/2015 7:23 PM,1.19,H
02/10/2015 12:19 AM,0.63,L
02/10/2015 5:35 AM,1.11,H
02/10/2015 12:36 PM,0.1,L
02/10/2015 8:50 PM,1.29,H
02/11/2015 2:07 AM,0.72,L
02/11/2015 5:54 AM,0.94,H
02/11/2015 1:27 PM,0.08,L
02/11/2015 10:08 PM,1.46,H
02/12/2015 2:29 PM,0.04,L
02/12/2015 11:08 PM,1.66,H
02/13/2015 6:21 AM,0.54,L
02/13/2015 9:31 AM,0.68,H
02/13/2015 3:33 PM,-0.03,L
02/13/2015 11:56 PM,1.86,H
02/14/2015 6:45 AM,0.42,L
02/14/2015 11:06 AM,0.7,H
02/14/2015 4:34 PM,-0.12,L
02/15/2015 12:39 AM,2.04,H
02/15/2015 7:12 AM,0.31,L
02/15/2015 12:07 PM,0.78,H
02/15/2015 5:29 PM,-0.21,L
02/16/2015 1:19 AM,2.17,H
02/16/2015 7:41 AM,0.2,L
02/16/2015 12:59 PM,0.9,H
02/16/2015 6:20 PM,-0.28,L
02/17/2015 1:57 AM,2.23,H
02/17/2015 8:12 AM,0.11,L
02/17/2015 1:47 PM,1.04,H
02/17/2015 7:10 PM,-0.3,L
02/18/2015 2:35 AM,2.21,H
02/18/2015 8:44 AM,0.02,L
02/18/2015 2:36 PM,1.17,H
02/18/2015 7:59 PM,-0.26,L
02/19/2015 3:12 AM,2.11,H
02/19/2015 9:17 AM,-0.04,L
02/19/2015 3:25 PM,1.29,H
02/19/2015 8:48 PM,-0.15,L
02/20/2015 3:49 AM,1.94,H
02/20/2015 9:52 AM,-0.09,L
02/20/2015 4:17 PM,1.37,H
02/20/2015 9:40 PM,0.01,L
02/21/2015 4:25 AM,1.71,H
02/21/2015 10:28 AM,-0.11,L
02/21/2015 5:14 PM,1.43,H
02/21/2015 10:36 PM,0.21,L
02/22/2015 5:01 AM,1.45,H
02/22/2015 11:06 AM,-0.1,L
02/22/2015 6:19 PM,1.46,H
02/22/2015 11:43 PM,0.41,L
02/23/2015 5:37 AM,1.18,H
02/23/2015 11:48 AM,-0.06,L
02/23/2015 7:34 PM,1.49,H
02/24/2015 1:13 AM,0.56,L
02/24/2015 6:18 AM,0.94,H
02/24/2015 12:37 PM,-0.01,L
02/24/2015 8:57 PM,1.54,H
02/25/2015 3:46 AM,0.58,L
02/25/2015 7:24 AM,0.74,H
02/25/2015 1:37 PM,0.05,L
02/25/2015 10:14 PM,1.62,H
02/26/2015 5:52 AM,0.48,L
02/26/2015 9:26 AM,0.64,H
02/26/2015 2:48 PM,0.08,L
02/26/2015 11:16 PM,1.71,H
02/27/2015 6:34 AM,0.38,L
02/27/2015 10:57 AM,0.66,H
02/27/2015 3:59 PM,0.08,L
02/28/2015 12:05 AM,1.78,H
02/28/2015 7:01 AM,0.31,L
02/28/2015 11:57 AM,0.75,H
02/28/2015 4:58 PM,0.05,L
03/01/2015 12:46 AM,1.82,H
03/01/2015 7:22 AM,0.26,L
03/01/2015 12:40 PM,0.85,H
03/01/2015 5:46 PM,0.01,L
03/02/2015 1:20 AM,1.83,H
03/02/2015 7:40 AM,0.21,L
03/02/2015 1:17 PM,0.96,H
03/02/2015 6:27 PM,-0.02,L
03/03/2015 1:51 AM,1.82,H
03/03/2015 7:58 AM,0.17,L
03/03/2015 1:50 PM,1.06,H
03/03/2015 7:05 PM,-0.03,L
03/04/2015 2:18 AM,1.77,H
03/04/2015 8:17 AM,0.12,L
03/04/2015 2:22 PM,1.16,H
03/04/2015 7:42 PM,-0.02,L
03/05/2015 2:44 AM,1.7,H
03/05/2015 8:38 AM,0.07,L
03/05/2015 2:55 PM,1.24,H
03/05/2015 8:18 PM,0.02,L
03/06/2015 3:09 AM,1.6,H
03/06/2015 9:01 AM,0.03,L
03/06/2015 3:29 PM,1.31,H
03/06/2015 8:56 PM,0.1,L
03/07/2015 3:32 AM,1.48,H
03/07/2015 9:26 AM,0.01,L
03/07/2015 4:06 PM,1.36,H
03/07/2015 9:35 PM,0.19,L
03/08/2015 3:55 AM,1.34,H
03/08/2015 9:52 AM,0,L
03/08/2015 4:46 PM,1.38,H
03/08/2015 10:20 PM,0.3,L
03/09/2015 4:17 AM,1.19,H
03/09/2015 10:21 AM,0,L
03/09/2015 5:32 PM,1.4,H
03/09/2015 11:12 PM,0.42,L
03/10/2015 4:39 AM,1.04,H
03/10/2015 10:55 AM,0.02,L
03/10/2015 6:30 PM,1.4,H
03/11/2015 12:22 AM,0.52,L
03/11/2015 5:01 AM,0.88,H
03/11/2015 11:36 AM,0.04,L
03/11/2015 7:44 PM,1.43,H
03/12/2015 2:06 AM,0.57,L
03/12/2015 5:29 AM,0.74,H
03/12/2015 12:30 PM,0.07,L
03/12/2015 9:08 PM,1.51,H
03/13/2015 1:42 PM,0.08,L
03/13/2015 10:19 PM,1.64,H
03/14/2015 5:32 AM,0.39,L
03/14/2015 9:53 AM,0.6,H
03/14/2015 3:03 PM,0.05,L
03/14/2015 11:17 PM,1.77,H
03/15/2015 6:02 AM,0.28,L
03/15/2015 11:12 AM,0.71,H
03/15/2015 4:15 PM,-0.02,L
03/16/2015 12:05 AM,1.88,H
03/16/2015 6:30 AM,0.17,L
03/16/2015 12:08 PM,0.89,H
03/16/2015 5:18 PM,-0.09,L
03/17/2015 12:47 AM,1.94,H
03/17/2015 6:59 AM,0.06,L
03/17/2015 12:57 PM,1.09,H
03/17/2015 6:15 PM,-0.15,L
03/18/2015 1:27 AM,1.93,H
03/18/2015 7:29 AM,-0.04,L
03/18/2015 1:43 PM,1.3,H
03/18/2015 7:08 PM,-0.16,L
03/19/2015 2:05 AM,1.85,H
03/19/2015 8:00 AM,-0.13,L
03/19/2015 2:29 PM,1.49,H
03/19/2015 8:00 PM,-0.12,L
03/20/2015 2:42 AM,1.71,H
03/20/2015 8:32 AM,-0.19,L
03/20/2015 3:15 PM,1.63,H
03/20/2015 8:52 PM,-0.03,L
03/21/2015 3:18 AM,1.52,H
03/21/2015 9:05 AM,-0.22,L
03/21/2015 4:03 PM,1.72,H
03/21/2015 9:46 PM,0.09,L
03/22/2015 3:54 AM,1.31,H
03/22/2015 9:39 AM,-0.22,L
03/22/2015 4:54 PM,1.75,H
03/22/2015 10:44 PM,0.22,L
03/23/2015 4:30 AM,1.08,H
03/23/2015 10:15 AM,-0.16,L
03/23/2015 5:49 PM,1.72,H
03/23/2015 11:52 PM,0.35,L
03/24/2015 5:09 AM,0.88,H
03/24/2015 10:55 AM,-0.08,L
03/24/2015 6:52 PM,1.66,H
03/25/2015 1:21 AM,0.43,L
03/25/2015 5:59 AM,0.7,H
03/25/2015 11:42 AM,0.03,L
03/25/2015 8:05 PM,1.6,H
03/26/2015 3:30 AM,0.42,L
03/26/2015 7:36 AM,0.58,H
03/26/2015 12:43 PM,0.14,L
03/26/2015 9:21 PM,1.57,H
03/27/2015 5:02 AM,0.35,L
03/27/2015 9:39 AM,0.59,H
03/27/2015 2:05 PM,0.22,L
03/27/2015 10:28 PM,1.57,H
03/28/2015 5:42 AM,0.28,L
03/28/2015 10:59 AM,0.69,H
03/28/2015 3:31 PM,0.24,L
03/28/2015 11:22 PM,1.58,H
03/29/2015 6:08 AM,0.22,L
03/29/2015 11:51 AM,0.84,H
03/29/2015 4:40 PM,0.21,L
03/30/2015 12:05 AM,1.57,H
03/30/2015 6:28 AM,0.18,L
03/30/2015 12:31 PM,0.99,H
03/30/2015 5:34 PM,0.17,L
03/31/2015 12:41 AM,1.55,H
03/31/2015 6:46 AM,0.12,L
03/31/2015 1:05 PM,1.13,H
03/31/2015 6:19 PM,0.14,L
04/01/2015 1:12 AM,1.51,H
04/01/2015 7:05 AM,0.07,L
04/01/2015 1:37 PM,1.28,H
04/01/2015 6:59 PM,0.12,L
04/02/2015 1:39 AM,1.45,H
04/02/2015 7:25 AM,0.01,L
04/02/2015 2:08 PM,1.41,H
04/02/2015 7:37 PM,0.12,L
04/03/2015 2:05 AM,1.37,H
04/03/2015 7:46 AM,-0.05,L
04/03/2015 2:39 PM,1.52,H
04/03/2015 8:16 PM,0.13,L
04/04/2015 2:30 AM,1.28,H
04/04/2015 8:10 AM,-0.09,L
04/04/2015 3:12 PM,1.61,H
04/04/2015 8:56 PM,0.17,L
04/05/2015 2:55 AM,1.17,H
04/05/2015 8:36 AM,-0.11,L
04/05/2015 3:47 PM,1.67,H
04/05/2015 9:39 PM,0.22,L
04/06/2015 3:20 AM,1.05,H
04/06/2015 9:04 AM,-0.11,L
04/06/2015 4:25 PM,1.7,H
04/06/2015 10:27 PM,0.29,L
04/07/2015 3:47 AM,0.93,H
04/07/2015 9:35 AM,-0.09,L
04/07/2015 5:08 PM,1.69,H
04/07/2015 11:23 PM,0.35,L
04/08/2015 4:16 AM,0.8,H
04/08/2015 10:10 AM,-0.05,L
04/08/2015 5:59 PM,1.67,H
04/09/2015 12:33 AM,0.4,L
04/09/2015 4:51 AM,0.68,H
04/09/2015 10:52 AM,0.01,L
04/09/2015 7:02 PM,1.65,H
04/10/2015 2:05 AM,0.4,L
04/10/2015 5:55 AM,0.57,H
04/10/2015 11:48 AM,0.09,L
04/10/2015 8:16 PM,1.64,H
04/11/2015 3:38 AM,0.34,L
04/11/2015 8:18 AM,0.53,H
04/11/2015 1:06 PM,0.16,L
04/11/2015 9:28 PM,1.66,H
04/12/2015 4:33 AM,0.24,L
04/12/2015 10:08 AM,0.65,H
04/12/2015 2:37 PM,0.18,L
04/12/2015 10:30 PM,1.68,H
04/13/2015 5:10 AM,0.14,L
04/13/2015 11:15 AM,0.85,H
04/13/2015 4:01 PM,0.16,L
04/13/2015 11:23 PM,1.69,H
04/14/2015 5:42 AM,0.03,L
04/14/2015 12:07 PM,1.11,H
04/14/2015 5:12 PM,0.12,L
04/15/2015 12:09 AM,1.65,H
04/15/2015 6:13 AM,-0.08,L
04/15/2015 12:53 PM,1.37,H
04/15/2015 6:14 PM,0.08,L
04/16/2015 12:51 AM,1.57,H
04/16/2015 6:44 AM,-0.18,L
04/16/2015 1:37 PM,1.62,H
04/16/2015 7:12 PM,0.06,L
04/17/2015 1:30 AM,1.45,H
04/17/2015 7:16 AM,-0.26,L
04/17/2015 2:20 PM,1.83,H
04/17/2015 8:06 PM,0.07,L
04/18/2015 2:09 AM,1.29,H
04/18/2015 7:48 AM,-0.3,L
04/18/2015 3:04 PM,1.97,H
04/18/2015 9:00 PM,0.11,L
04/19/2015 2:47 AM,1.13,H
04/19/2015 8:21 AM,-0.31,L
04/19/2015 3:48 PM,2.03,H
04/19/2015 9:54 PM,0.16,L
04/20/2015 3:25 AM,0.96,H
04/20/2015 8:56 AM,-0.27,L
04/20/2015 4:34 PM,2.02,H
04/20/2015 10:52 PM,0.22,L
04/21/2015 4:05 AM,0.81,H
04/21/2015 9:32 AM,-0.18,L
04/21/2015 5:22 PM,1.95,H
04/21/2015 11:56 PM,0.28,L
04/22/2015 4:52 AM,0.68,H
04/22/2015 10:11 AM,-0.06,L
04/22/2015 6:15 PM,1.83,H
04/23/2015 1:13 AM,0.31,L
04/23/2015 5:57 AM,0.58,H
04/23/2015 10:56 AM,0.08,L
04/23/2015 7:15 PM,1.7,H
04/24/2015 2:40 AM,0.3,L
04/24/2015 7:40 AM,0.54,H
04/24/2015 11:53 AM,0.22,L
04/24/2015 8:20 PM,1.59,H
04/25/2015 3:51 AM,0.26,L
04/25/2015 9:30 AM,0.62,H
04/25/2015 1:13 PM,0.34,L
04/25/2015 9:25 PM,1.5,H
04/26/2015 4:34 AM,0.21,L
04/26/2015 10:45 AM,0.77,H
04/26/2015 2:48 PM,0.41,L
04/26/2015 10:21 PM,1.43,H
04/27/2015 5:04 AM,0.16,L
04/27/2015 11:35 AM,0.96,H
04/27/2015 4:12 PM,0.41,L
04/27/2015 11:09 PM,1.37,H
04/28/2015 5:27 AM,0.11,L
04/28/2015 12:15 PM,1.14,H
04/28/2015 5:17 PM,0.38,L
04/28/2015 11:48 PM,1.31,H
04/29/2015 5:48 AM,0.05,L
04/29/2015 12:49 PM,1.33,H
04/29/2015 6:09 PM,0.34,L
04/30/2015 12:22 AM,1.23,H
04/30/2015 6:09 AM,-0.02,L
04/30/2015 1:20 PM,1.51,H
04/30/2015 6:55 PM,0.31,L
05/01/2015 12:52 AM,1.16,H
05/01/2015 6:33 AM,-0.09,L
05/01/2015 1:52 PM,1.66,H
05/01/2015 7:37 PM,0.28,L
05/02/2015 1:21 AM,1.08,H
05/02/2015 6:58 AM,-0.15,L
05/02/2015 2:23 PM,1.8,H
05/02/2015 8:19 PM,0.26,L
05/03/2015 1:50 AM,1,H
05/03/2015 7:25 AM,-0.19,L
05/03/2015 2:56 PM,1.9,H
05/03/2015 9:01 PM,0.25,L
05/04/2015 2:20 AM,0.92,H
05/04/2015 7:55 AM,-0.21,L
05/04/2015 3:31 PM,1.97,H
05/04/2015 9:46 PM,0.26,L
05/05/2015 2:52 AM,0.83,H
05/05/2015 8:27 AM,-0.2,L
05/05/2015 4:09 PM,2,H
05/05/2015 10:35 PM,0.27,L
05/06/2015 3:27 AM,0.74,H
05/06/2015 9:01 AM,-0.16,L
05/06/2015 4:52 PM,1.99,H
05/06/2015 11:31 PM,0.28,L
05/07/2015 4:09 AM,0.65,H
05/07/2015 9:40 AM,-0.09,L
05/07/2015 5:39 PM,1.94,H
05/08/2015 12:35 AM,0.28,L
05/08/2015 5:06 AM,0.57,H
05/08/2015 10:26 AM,0.01,L
05/08/2015 6:34 PM,1.87,H
05/09/2015 1:44 AM,0.26,L
05/09/2015 6:39 AM,0.54,H
05/09/2015 11:24 AM,0.13,L
05/09/2015 7:34 PM,1.79,H
05/10/2015 2:48 AM,0.2,L
05/10/2015 8:38 AM,0.61,H
05/10/2015 12:41 PM,0.26,L
05/10/2015 8:38 PM,1.69,H
05/11/2015 3:38 AM,0.11,L
05/11/2015 10:08 AM,0.82,H
05/11/2015 2:17 PM,0.36,L
05/11/2015 9:39 PM,1.6,H
05/12/2015 4:19 AM,0.02,L
05/12/2015 11:11 AM,1.09,H
05/12/2015 3:52 PM,0.39,L
05/12/2015 10:35 PM,1.49,H
05/13/2015 4:54 AM,-0.08,L
05/13/2015 12:02 PM,1.39,H
05/13/2015 5:14 PM,0.37,L
05/13/2015 11:26 PM,1.36,H
05/14/2015 5:28 AM,-0.18,L
05/14/2015 12:47 PM,1.67,H
05/14/2015 6:23 PM,0.32,L
05/15/2015 12:12 AM,1.23,H
05/15/2015 6:02 AM,-0.26,L
05/15/2015 1:30 PM,1.92,H
05/15/2015 7:24 PM,0.28,L
05/16/2015 12:55 AM,1.1,H
05/16/2015 6:35 AM,-0.32,L
05/16/2015 2:11 PM,2.1,H
05/16/2015 8:19 PM,0.24,L
05/17/2015 1:37 AM,0.97,H
05/17/2015 7:10 AM,-0.34,L
05/17/2015 2:52 PM,2.21,H
05/17/2015 9:11 PM,0.22,L
05/18/2015 2:19 AM,0.86,H
05/18/2015 7:45 AM,-0.32,L
05/18/2015 3:33 PM,2.24,H
05/18/2015 10:02 PM,0.22,L
05/19/2015 3:01 AM,0.77,H
05/19/2015 8:22 AM,-0.26,L
05/19/2015 4:14 PM,2.2,H
05/19/2015 10:53 PM,0.23,L
05/20/2015 3:47 AM,0.69,H
05/20/2015 8:59 AM,-0.16,L
05/20/2015 4:57 PM,2.1,H
05/20/2015 11:46 PM,0.25,L
05/21/2015 4:39 AM,0.63,H
05/21/2015 9:39 AM,-0.03,L
05/21/2015 5:42 PM,1.97,H
05/22/2015 12:42 AM,0.25,L
05/22/2015 5:45 AM,0.59,H
05/22/2015 10:22 AM,0.12,L
05/22/2015 6:29 PM,1.82,H
05/23/2015 1:40 AM,0.25,L
05/23/2015 7:15 AM,0.6,H
05/23/2015 11:13 AM,0.29,L
05/23/2015 7:19 PM,1.66,H
05/24/2015 2:34 AM,0.22,L
05/24/2015 8:54 AM,0.7,H
05/24/2015 12:20 PM,0.44,L
05/24/2015 8:12 PM,1.5,H
05/25/2015 3:17 AM,0.19,L
05/25/2015 10:14 AM,0.88,H
05/25/2015 1:51 PM,0.56,L
05/25/2015 9:05 PM,1.37,H
05/26/2015 3:52 AM,0.14,L
05/26/2015 11:10 AM,1.08,H
05/26/2015 3:32 PM,0.61,L
05/26/2015 9:55 PM,1.24,H
05/27/2015 4:21 AM,0.08,L
05/27/2015 11:52 AM,1.3,H
05/27/2015 4:57 PM,0.6,L
05/27/2015 10:41 PM,1.14,H
05/28/2015 4:49 AM,0.01,L
05/28/2015 12:28 PM,1.51,H
05/28/2015 6:03 PM,0.55,L
05/28/2015 11:21 PM,1.04,H
05/29/2015 5:16 AM,-0.06,L
05/29/2015 1:01 PM,1.71,H
05/29/2015 6:56 PM,0.48,L
05/29/2015 11:59 PM,0.97,H
05/30/2015 5:45 AM,-0.13,L
05/30/2015 1:33 PM,1.88,H
05/30/2015 7:40 PM,0.42,L
05/31/2015 12:36 AM,0.9,H
05/31/2015 6:16 AM,-0.19,L
05/31/2015 2:06 PM,2.03,H
05/31/2015 8:22 PM,0.36,L
06/01/2015 1:13 AM,0.85,H
06/01/2015 6:50 AM,-0.23,L
06/01/2015 2:40 PM,2.15,H
06/01/2015 9:04 PM,0.32,L
06/02/2015 1:52 AM,0.8,H
06/02/2015 7:25 AM,-0.25,L
06/02/2015 3:17 PM,2.22,H
06/02/2015 9:47 PM,0.28,L
06/03/2015 2:33 AM,0.75,H
06/03/2015 8:02 AM,-0.24,L
06/03/2015 3:55 PM,2.25,H
06/03/2015 10:33 PM,0.25,L
06/04/2015 3:18 AM,0.71,H
06/04/2015 8:42 AM,-0.19,L
06/04/2015 4:37 PM,2.23,H
06/04/2015 11:23 PM,0.23,L
06/05/2015 4:12 AM,0.67,H
06/05/2015 9:25 AM,-0.1,L
06/05/2015 5:21 PM,2.16,H
06/06/2015 12:14 AM,0.21,L
06/06/2015 5:20 AM,0.65,H
06/06/2015 10:14 AM,0.04,L
06/06/2015 6:08 PM,2.04,H
06/07/2015 1:07 AM,0.16,L
06/07/2015 6:49 AM,0.69,H
06/07/2015 11:12 AM,0.22,L
06/07/2015 6:58 PM,1.87,H
06/08/2015 1:58 AM,0.11,L
06/08/2015 8:28 AM,0.83,H
06/08/2015 12:29 PM,0.41,L
06/08/2015 7:52 PM,1.68,H
06/09/2015 2:45 AM,0.04,L
06/09/2015 9:54 AM,1.07,H
06/09/2015 2:06 PM,0.56,L
06/09/2015 8:48 PM,1.48,H
06/10/2015 3:29 AM,-0.04,L
06/10/2015 11:00 AM,1.37,H
06/10/2015 3:54 PM,0.62,L
06/10/2015 9:46 PM,1.29,H
06/11/2015 4:09 AM,-0.13,L
06/11/2015 11:53 AM,1.66,H
06/11/2015 5:30 PM,0.58,L
06/11/2015 10:43 PM,1.12,H
06/12/2015 4:48 AM,-0.2,L
06/12/2015 12:39 PM,1.93,H
06/12/2015 6:45 PM,0.5,L
06/12/2015 11:37 PM,0.99,H
06/13/2015 5:26 AM,-0.25,L
06/13/2015 1:21 PM,2.13,H
06/13/2015 7:44 PM,0.42,L
06/14/2015 12:27 AM,0.89,H
06/14/2015 6:04 AM,-0.28,L
06/14/2015 2:01 PM,2.27,H
06/14/2015 8:32 PM,0.35,L
06/15/2015 1:15 AM,0.82,H
06/15/2015 6:42 AM,-0.28,L
06/15/2015 2:39 PM,2.33,H
06/15/2015 9:16 PM,0.3,L
06/16/2015 2:01 AM,0.78,H
06/16/2015 7:20 AM,-0.25,L
06/16/2015 3:17 PM,2.34,H
06/16/2015 9:56 PM,0.28,L
06/17/2015 2:46 AM,0.76,H
06/17/2015 7:59 AM,-0.19,L
06/17/2015 3:54 PM,2.28,H
06/17/2015 10:36 PM,0.26,L
06/18/2015 3:32 AM,0.74,H
06/18/2015 8:37 AM,-0.09,L
06/18/2015 4:32 PM,2.18,H
06/18/2015 11:15 PM,0.26,L
06/19/2015 4:22 AM,0.73,H
06/19/2015 9:17 AM,0.03,L
06/19/2015 5:09 PM,2.05,H
06/19/2015 11:56 PM,0.26,L
06/20/2015 5:19 AM,0.74,H
06/20/2015 9:58 AM,0.18,L
06/20/2015 5:46 PM,1.89,H
06/21/2015 12:37 AM,0.25,L
06/21/2015 6:30 AM,0.77,H
06/21/2015 10:44 AM,0.34,L
06/21/2015 6:23 PM,1.72,H
06/22/2015 1:19 AM,0.23,L
06/22/2015 7:56 AM,0.85,H
06/22/2015 11:40 AM,0.52,L
06/22/2015 7:00 PM,1.53,H
06/23/2015 1:59 AM,0.2,L
06/23/2015 9:22 AM,1,H
06/23/2015 12:59 PM,0.68,L
06/23/2015 7:40 PM,1.35,H
06/24/2015 2:37 AM,0.16,L
06/24/2015 10:31 AM,1.2,H
06/24/2015 2:45 PM,0.77,L
06/24/2015 8:24 PM,1.19,H
06/25/2015 3:15 AM,0.11,L
06/25/2015 11:21 AM,1.42,H
06/25/2015 4:40 PM,0.76,L
06/25/2015 9:17 PM,1.05,H
06/26/2015 3:51 AM,0.04,L
06/26/2015 12:02 PM,1.64,H
06/26/2015 6:06 PM,0.69,L
06/26/2015 10:14 PM,0.95,H
06/27/2015 4:28 AM,-0.03,L
06/27/2015 12:38 PM,1.85,H
06/27/2015 7:00 PM,0.6,L
06/27/2015 11:10 PM,0.88,H
06/28/2015 5:06 AM,-0.1,L
06/28/2015 1:12 PM,2.04,H
06/28/2015 7:41 PM,0.51,L
06/29/2015 12:01 AM,0.84,H
06/29/2015 5:45 AM,-0.17,L
