date,height,highlow
03/07/2016 1:52 AM,2.02,H
03/07/2016 7:57 AM,0.03,L
03/07/2016 1:55 PM,1.17,H
03/07/2016 7:19 PM,-0.21,L
03/08/2016 2:28 AM,1.97,H
03/08/2016 8:28 AM,-0.05,L
03/08/2016 2:40 PM,1.33,H
03/08/2016 8:08 PM,-0.17,L
03/09/2016 3:03 AM,1.86,H
03/09/2016 9:00 AM,-0.12,L
03/09/2016 3:27 PM,1.46,H
03/09/2016 8:58 PM,-0.07,L
03/10/2016 3:39 AM,1.68,H
03/10/2016 9:33 AM,-0.16,L
03/10/2016 4:18 PM,1.55,H
03/10/2016 9:52 PM,0.07,L
03/11/2016 4:15 AM,1.45,H
03/11/2016 10:09 AM,-0.17,L
03/11/2016 5:13 PM,1.61,H
03/11/2016 10:53 PM,0.23,L
03/12/2016 4:51 AM,1.21,H
03/12/2016 10:48 AM,-0.15,L
03/12/2016 6:16 PM,1.62,H
03/13/2016 12:06 AM,0.39,L
03/13/2016 5:31 AM,0.96,H
03/13/2016 11:32 AM,-0.09,L
03/13/2016 7:30 PM,1.62,H
03/14/2016 1:49 AM,0.48,L
03/14/2016 6:25 AM,0.75,H
03/14/2016 12:25 PM,-0.01,L
03/14/2016 8:51 PM,1.64,H
03/15/2016 4:14 AM,0.44,L
03/15/2016 8:09 AM,0.61,H
03/15/2016 1:33 PM,0.07,L
03/15/2016 10:07 PM,1.68,H
03/16/2016 5:35 AM,0.34,L
03/16/2016 10:06 AM,0.61,H
03/16/2016 2:55 PM,0.11,L
03/16/2016 11:09 PM,1.73,H
03/17/2016 6:14 AM,0.26,L
03/17/2016 11:22 AM,0.71,H
03/17/2016 4:11 PM,0.11,L
03/18/2016 12:00 AM,1.76,H
03/18/2016 6:42 AM,0.19,L
03/18/2016 12:14 PM,0.85,H
03/18/2016 5:13 PM,0.08,L
03/19/2016 12:41 AM,1.76,H
03/19/2016 7:04 AM,0.14,L
03/19/2016 12:55 PM,0.99,H
03/19/2016 6:03 PM,0.05,L
03/20/2016 1:16 AM,1.73,H
03/20/2016 7:24 AM,0.1,L
03/20/2016 1:31 PM,1.12,H
03/20/2016 6:45 PM,0.03,L
03/21/2016 1:47 AM,1.67,H
03/21/2016 7:44 AM,0.05,L
03/21/2016 2:04 PM,1.25,H
03/21/2016 7:25 PM,0.03,L
03/22/2016 2:16 AM,1.59,H
03/22/2016 8:05 AM,0.01,L
03/22/2016 2:37 PM,1.35,H
03/22/2016 8:03 PM,0.06,L
03/23/2016 2:42 AM,1.48,H
03/23/2016 8:27 AM,-0.02,L
03/23/2016 3:10 PM,1.44,H
03/23/2016 8:42 PM,0.1,L
03/24/2016 3:07 AM,1.36,H
03/24/2016 8:50 AM,-0.04,L
03/24/2016 3:43 PM,1.5,H
03/24/2016 9:22 PM,0.17,L
03/25/2016 3:31 AM,1.22,H
03/25/2016 9:15 AM,-0.04,L
03/25/2016 4:19 PM,1.53,H
03/25/2016 10:05 PM,0.26,L
03/26/2016 3:54 AM,1.07,H
03/26/2016 9:42 AM,-0.03,L
03/26/2016 4:59 PM,1.53,H
03/26/2016 10:54 PM,0.35,L
03/27/2016 4:16 AM,0.93,H
03/27/2016 10:11 AM,0.01,L
03/27/2016 5:45 PM,1.51,H
03/27/2016 11:53 PM,0.43,L
03/28/2016 4:37 AM,0.8,H
03/28/2016 10:44 AM,0.05,L
03/28/2016 6:42 PM,1.48,H
03/29/2016 1:14 AM,0.49,L
03/29/2016 4:59 AM,0.68,H
03/29/2016 11:27 AM,0.11,L
03/29/2016 7:53 PM,1.47,H
03/30/2016 3:19 AM,0.47,L
03/30/2016 5:42 AM,0.57,H
03/30/2016 12:28 PM,0.16,L
03/30/2016 9:11 PM,1.51,H
03/31/2016 4:51 AM,0.39,L
03/31/2016 9:03 AM,0.53,H
03/31/2016 1:50 PM,0.19,L
03/31/2016 10:17 PM,1.59,H
04/01/2016 5:20 AM,0.3,L
04/01/2016 10:38 AM,0.64,H
04/01/2016 3:14 PM,0.16,L
04/01/2016 11:10 PM,1.67,H
04/02/2016 5:46 AM,0.2,L
04/02/2016 11:34 AM,0.81,H
04/02/2016 4:26 PM,0.1,L
04/02/2016 11:56 PM,1.73,H
04/03/2016 6:13 AM,0.09,L
04/03/2016 12:21 PM,1.02,H
04/03/2016 5:28 PM,0.03,L
04/04/2016 12:37 AM,1.75,H
04/04/2016 6:41 AM,-0.02,L
04/04/2016 1:04 PM,1.25,H
04/04/2016 6:24 PM,-0.03,L
04/05/2016 1:16 AM,1.71,H
04/05/2016 7:11 AM,-0.12,L
04/05/2016 1:47 PM,1.49,H
04/05/2016 7:18 PM,-0.04,L
04/06/2016 1:53 AM,1.61,H
04/06/2016 7:42 AM,-0.21,L
04/06/2016 2:31 PM,1.69,H
04/06/2016 8:11 PM,-0.02,L
04/07/2016 2:31 AM,1.47,H
04/07/2016 8:15 AM,-0.27,L
04/07/2016 3:17 PM,1.85,H
04/07/2016 9:06 PM,0.04,L
04/08/2016 3:08 AM,1.28,H
04/08/2016 8:49 AM,-0.29,L
04/08/2016 4:05 PM,1.93,H
04/08/2016 10:03 PM,0.13,L
04/09/2016 3:47 AM,1.08,H
04/09/2016 9:25 AM,-0.27,L
04/09/2016 4:56 PM,1.95,H
04/09/2016 11:07 PM,0.22,L
04/10/2016 4:29 AM,0.88,H
04/10/2016 10:05 AM,-0.2,L
04/10/2016 5:53 PM,1.9,H
04/11/2016 12:22 AM,0.3,L
04/11/2016 5:18 AM,0.71,H
04/11/2016 10:48 AM,-0.09,L
04/11/2016 6:56 PM,1.82,H
04/12/2016 1:57 AM,0.33,L
04/12/2016 6:35 AM,0.58,H
04/12/2016 11:42 AM,0.05,L
04/12/2016 8:07 PM,1.72,H
04/13/2016 3:38 AM,0.29,L
04/13/2016 8:32 AM,0.55,H
04/13/2016 12:53 PM,0.18,L
04/13/2016 9:19 PM,1.65,H
04/14/2016 4:42 AM,0.22,L
04/14/2016 10:13 AM,0.65,H
04/14/2016 2:23 PM,0.27,L
04/14/2016 10:22 PM,1.6,H
04/15/2016 5:21 AM,0.16,L
04/15/2016 11:20 AM,0.82,H
04/15/2016 3:52 PM,0.3,L
04/15/2016 11:15 PM,1.55,H
04/16/2016 5:49 AM,0.11,L
04/16/2016 12:07 PM,1,H
04/16/2016 5:01 PM,0.28,L
04/16/2016 11:58 PM,1.5,H
04/17/2016 6:12 AM,0.06,L
04/17/2016 12:45 PM,1.18,H
04/17/2016 5:56 PM,0.25,L
04/18/2016 12:35 AM,1.43,H
04/18/2016 6:32 AM,0.01,L
04/18/2016 1:19 PM,1.35,H
04/18/2016 6:42 PM,0.23,L
04/19/2016 1:06 AM,1.35,H
04/19/2016 6:52 AM,-0.04,L
04/19/2016 1:51 PM,1.5,H
04/19/2016 7:24 PM,0.21,L
04/20/2016 1:35 AM,1.25,H
04/20/2016 7:14 AM,-0.08,L
04/20/2016 2:22 PM,1.62,H
04/20/2016 8:04 PM,0.21,L
04/21/2016 2:02 AM,1.15,H
04/21/2016 7:37 AM,-0.11,L
04/21/2016 2:53 PM,1.72,H
04/21/2016 8:44 PM,0.22,L
04/22/2016 2:28 AM,1.05,H
04/22/2016 8:02 AM,-0.13,L
04/22/2016 3:25 PM,1.79,H
04/22/2016 9:26 PM,0.24,L
04/23/2016 2:55 AM,0.94,H
04/23/2016 8:28 AM,-0.13,L
04/23/2016 3:59 PM,1.81,H
04/23/2016 10:10 PM,0.28,L
04/24/2016 3:21 AM,0.84,H
04/24/2016 8:57 AM,-0.1,L
04/24/2016 4:36 PM,1.81,H
04/24/2016 10:59 PM,0.32,L
04/25/2016 3:49 AM,0.74,H
04/25/2016 9:27 AM,-0.05,L
04/25/2016 5:18 PM,1.78,H
04/25/2016 11:58 PM,0.35,L
04/26/2016 4:21 AM,0.64,H
04/26/2016 10:02 AM,0.01,L
04/26/2016 6:06 PM,1.73,H
04/27/2016 1:08 AM,0.36,L
04/27/2016 5:08 AM,0.55,H
04/27/2016 10:45 AM,0.1,L
04/27/2016 7:04 PM,1.67,H
04/28/2016 2:29 AM,0.33,L
04/28/2016 6:51 AM,0.5,H
04/28/2016 11:45 AM,0.19,L
04/28/2016 8:09 PM,1.64,H
04/29/2016 3:33 AM,0.26,L
04/29/2016 9:09 AM,0.56,H
04/29/2016 1:08 PM,0.27,L
04/29/2016 9:15 PM,1.61,H
04/30/2016 4:16 AM,0.18,L
04/30/2016 10:30 AM,0.74,H
04/30/2016 2:42 PM,0.31,L
04/30/2016 10:14 PM,1.6,H
05/01/2016 4:50 AM,0.07,L
05/01/2016 11:26 AM,0.99,H
05/01/2016 4:07 PM,0.3,L
05/01/2016 11:05 PM,1.56,H
05/02/2016 5:22 AM,-0.04,L
05/02/2016 12:12 PM,1.27,H
05/02/2016 5:20 PM,0.25,L
05/02/2016 11:52 PM,1.49,H
05/03/2016 5:54 AM,-0.15,L
05/03/2016 12:56 PM,1.56,H
05/03/2016 6:24 PM,0.2,L
05/04/2016 12:35 AM,1.38,H
05/04/2016 6:26 AM,-0.25,L
05/04/2016 1:39 PM,1.82,H
05/04/2016 7:23 PM,0.16,L
05/05/2016 1:17 AM,1.26,H
05/05/2016 7:00 AM,-0.33,L
05/05/2016 2:22 PM,2.04,H
05/05/2016 8:20 PM,0.15,L
05/06/2016 1:58 AM,1.11,H
05/06/2016 7:35 AM,-0.37,L
05/06/2016 3:06 PM,2.18,H
05/06/2016 9:17 PM,0.15,L
05/07/2016 2:40 AM,0.96,H
05/07/2016 8:12 AM,-0.36,L
05/07/2016 3:52 PM,2.24,H
05/07/2016 10:15 PM,0.18,L
05/08/2016 3:24 AM,0.82,H
05/08/2016 8:50 AM,-0.3,L
05/08/2016 4:40 PM,2.21,H
05/08/2016 11:16 PM,0.21,L
05/09/2016 4:13 AM,0.7,H
05/09/2016 9:31 AM,-0.2,L
05/09/2016 5:30 PM,2.11,H
05/10/2016 12:22 AM,0.23,L
05/10/2016 5:14 AM,0.6,H
05/10/2016 10:16 AM,-0.05,L
05/10/2016 6:24 PM,1.97,H
05/11/2016 1:35 AM,0.23,L
05/11/2016 6:39 AM,0.56,H
05/11/2016 11:07 AM,0.12,L
05/11/2016 7:22 PM,1.81,H
05/12/2016 2:44 AM,0.21,L
05/12/2016 8:25 AM,0.61,H
05/12/2016 12:14 PM,0.29,L
05/12/2016 8:23 PM,1.66,H
05/13/2016 3:39 AM,0.16,L
05/13/2016 9:58 AM,0.76,H
05/13/2016 1:42 PM,0.43,L
05/13/2016 9:23 PM,1.52,H
05/14/2016 4:19 AM,0.12,L
05/14/2016 11:03 AM,0.96,H
05/14/2016 3:20 PM,0.5,L
05/14/2016 10:17 PM,1.4,H
05/15/2016 4:49 AM,0.07,L
05/15/2016 11:51 AM,1.17,H
05/15/2016 4:44 PM,0.5,L
05/15/2016 11:03 PM,1.29,H
05/16/2016 5:15 AM,0.02,L
05/16/2016 12:29 PM,1.37,H
05/16/2016 5:50 PM,0.47,L
05/16/2016 11:43 PM,1.19,H
05/17/2016 5:38 AM,-0.03,L
05/17/2016 1:03 PM,1.56,H
05/17/2016 6:43 PM,0.43,L
05/18/2016 12:18 AM,1.09,H
05/18/2016 6:02 AM,-0.09,L
05/18/2016 1:35 PM,1.72,H
05/18/2016 7:29 PM,0.39,L
05/19/2016 12:51 AM,1,H
05/19/2016 6:27 AM,-0.13,L
05/19/2016 2:06 PM,1.86,H
05/19/2016 8:10 PM,0.35,L
05/20/2016 1:22 AM,0.92,H
05/20/2016 6:54 AM,-0.16,L
05/20/2016 2:37 PM,1.96,H
05/20/2016 8:50 PM,0.32,L
05/21/2016 1:52 AM,0.85,H
05/21/2016 7:22 AM,-0.18,L
05/21/2016 3:09 PM,2.03,H
05/21/2016 9:31 PM,0.31,L
05/22/2016 2:24 AM,0.78,H
05/22/2016 7:53 AM,-0.17,L
05/22/2016 3:43 PM,2.06,H
05/22/2016 10:13 PM,0.3,L
05/23/2016 2:57 AM,0.72,H
05/23/2016 8:25 AM,-0.14,L
05/23/2016 4:19 PM,2.06,H
05/23/2016 10:59 PM,0.3,L
05/24/2016 3:34 AM,0.66,H
05/24/2016 9:00 AM,-0.09,L
05/24/2016 4:58 PM,2.02,H
05/24/2016 11:50 PM,0.29,L
05/25/2016 4:21 AM,0.6,H
05/25/2016 9:38 AM,0,L
05/25/2016 5:41 PM,1.96,H
05/26/2016 12:46 AM,0.27,L
05/26/2016 5:26 AM,0.56,H
05/26/2016 10:23 AM,0.11,L
05/26/2016 6:29 PM,1.88,H
05/27/2016 1:42 AM,0.23,L
05/27/2016 7:05 AM,0.58,H
05/27/2016 11:21 AM,0.24,L
05/27/2016 7:21 PM,1.77,H
05/28/2016 2:33 AM,0.17,L
05/28/2016 8:53 AM,0.71,H
05/28/2016 12:40 PM,0.39,L
05/28/2016 8:18 PM,1.65,H
05/29/2016 3:17 AM,0.08,L
05/29/2016 10:14 AM,0.94,H
05/29/2016 2:18 PM,0.49,L
05/29/2016 9:16 PM,1.52,H
05/30/2016 3:57 AM,-0.01,L
05/30/2016 11:13 AM,1.23,H
05/30/2016 3:56 PM,0.52,L
05/30/2016 10:12 PM,1.38,H
05/31/2016 4:34 AM,-0.12,L
05/31/2016 12:02 PM,1.55,H
05/31/2016 5:22 PM,0.48,L
05/31/2016 11:06 PM,1.24,H
06/01/2016 5:10 AM,-0.22,L
06/01/2016 12:46 PM,1.85,H
06/01/2016 6:35 PM,0.41,L
06/01/2016 11:56 PM,1.11,H
06/02/2016 5:47 AM,-0.3,L
06/02/2016 1:30 PM,2.11,H
06/02/2016 7:37 PM,0.34,L
06/03/2016 12:45 AM,0.99,H
06/03/2016 6:25 AM,-0.36,L
06/03/2016 2:12 PM,2.3,H
06/03/2016 8:33 PM,0.28,L
06/04/2016 1:32 AM,0.89,H
06/04/2016 7:04 AM,-0.38,L
06/04/2016 2:55 PM,2.4,H
06/04/2016 9:26 PM,0.24,L
06/05/2016 2:20 AM,0.8,H
06/05/2016 7:44 AM,-0.35,L
06/05/2016 3:38 PM,2.42,H
06/05/2016 10:16 PM,0.22,L
06/06/2016 3:09 AM,0.74,H
06/06/2016 8:25 AM,-0.27,L
06/06/2016 4:22 PM,2.35,H
06/06/2016 11:07 PM,0.21,L
06/07/2016 4:02 AM,0.69,H
06/07/2016 9:08 AM,-0.14,L
06/07/2016 5:06 PM,2.23,H
06/07/2016 11:59 PM,0.21,L
06/08/2016 5:04 AM,0.66,H
06/08/2016 9:52 AM,0.02,L
06/08/2016 5:51 PM,2.06,H
06/09/2016 12:51 AM,0.21,L
06/09/2016 6:19 AM,0.67,H
06/09/2016 10:41 AM,0.2,L
06/09/2016 6:37 PM,1.87,H
06/10/2016 1:42 AM,0.19,L
06/10/2016 7:50 AM,0.74,H
06/10/2016 11:39 AM,0.39,L
06/10/2016 7:25 PM,1.67,H
06/11/2016 2:29 AM,0.17,L
06/11/2016 9:20 AM,0.89,H
06/11/2016 12:56 PM,0.56,L
06/11/2016 8:15 PM,1.48,H
06/12/2016 3:10 AM,0.13,L
06/12/2016 10:32 AM,1.1,H
06/12/2016 2:38 PM,0.68,L
06/12/2016 9:05 PM,1.3,H
06/13/2016 3:45 AM,0.09,L
06/13/2016 11:25 AM,1.32,H
06/13/2016 4:25 PM,0.7,L
06/13/2016 9:56 PM,1.15,H
06/14/2016 4:16 AM,0.04,L
06/14/2016 12:07 PM,1.53,H
06/14/2016 5:51 PM,0.65,L
06/14/2016 10:44 PM,1.03,H
06/15/2016 4:46 AM,-0.01,L
06/15/2016 12:43 PM,1.72,H
06/15/2016 6:52 PM,0.58,L
06/15/2016 11:28 PM,0.93,H
06/16/2016 5:16 AM,-0.06,L
06/16/2016 1:16 PM,1.89,H
06/16/2016 7:38 PM,0.51,L
06/17/2016 12:09 AM,0.86,H
06/17/2016 5:48 AM,-0.11,L
06/17/2016 1:48 PM,2.03,H
06/17/2016 8:15 PM,0.45,L
06/18/2016 12:47 AM,0.82,H
06/18/2016 6:20 AM,-0.15,L
06/18/2016 2:19 PM,2.13,H
06/18/2016 8:50 PM,0.4,L
06/19/2016 1:25 AM,0.79,H
06/19/2016 6:55 AM,-0.17,L
06/19/2016 2:52 PM,2.21,H
06/19/2016 9:25 PM,0.36,L
06/20/2016 2:03 AM,0.77,H
06/20/2016 7:30 AM,-0.17,L
06/20/2016 3:26 PM,2.24,H
06/20/2016 10:02 PM,0.32,L
06/21/2016 2:44 AM,0.75,H
06/21/2016 8:07 AM,-0.15,L
06/21/2016 4:01 PM,2.24,H
06/21/2016 10:41 PM,0.29,L
06/22/2016 3:29 AM,0.74,H
06/22/2016 8:45 AM,-0.09,L
06/22/2016 4:38 PM,2.21,H
06/22/2016 11:23 PM,0.26,L
06/23/2016 4:21 AM,0.73,H
06/23/2016 9:27 AM,0.01,L
06/23/2016 5:16 PM,2.12,H
06/24/2016 12:07 AM,0.23,L
06/24/2016 5:27 AM,0.74,H
06/24/2016 10:14 AM,0.16,L
06/24/2016 5:57 PM,1.99,H
06/25/2016 12:52 AM,0.18,L
06/25/2016 6:52 AM,0.8,H
